M,P,R
0.47993258748343814,3.273528798733262,15.017350199790133
0.5688539896439178,3.2818439106725523,14.766155332273888
0.4065647721812977,2.4516258158124646,13.654516050124368
0.5957164783603378,2.02466278421491,9.334304223044
0.4923610440119623,2.5013042742695473,11.32059235426344
0.5348308020158655,3.228684606023011,13.40361413991666
0.36403722211436323,2.63566763436128,14.784432110722653
0.4649047795376906,2.80984004954134,15.702663887244954
0.5089126058860182,2.4872762872188354,12.438354863317487
0.6713640942902548,3.482114220128076,13.971522427075207
0.5745190595524658,3.831849339963726,17.309237443216524
0.44763587873936755,2.7489437350095303,11.984701330713177
0.40041739297185835,2.736726604956069,13.901787645920626
0.515196554071073,3.703970714345502,18.253895584464054
0.37491682043520014,2.000168743875626,10.312060170679107
0.641322386267479,3.5673660088008323,13.945709656142904
0.5146224891437111,2.1482684824678033,10.207439233493778
0.5013713483102571,2.497947148042661,11.7472028260914
0.6339037027970842,3.6865253290296036,15.725780443750144
0.7592585736058999,2.226953732003299,9.294526581764332
0.7752347590556298,3.6021588733989716,12.706311772863907
0.6335213359074949,1.8186180638630014,8.619321765766431
0.3862684720565005,2.7647884007703523,13.70648064913298
0.4280995780770851,3.268566365823582,17.207713440631238
0.4787578901119253,2.9010694803400727,15.927895265672992
0.5375450885283771,3.4330777947491864,17.537765152230048
0.43921329741866416,3.149194758655507,14.665582494500047
0.6114865086831065,3.9002607729059027,17.367033539455104
0.266940342460401,1.3843248644012411,9.816529510178682
0.38943326190253574,3.070638542780177,15.020138597308284
0.6499900553042948,3.396240524596326,14.422416596492772
0.5649766615096135,3.3124837606162734,14.654625780958352
0.2714384121390205,2.197564622242237,11.476229190612997
0.2991502730675732,1.8740145369229355,10.215708911971088
0.5671734730978054,3.433691897466986,14.603200573239056
0.3713760628990069,2.3196091434251094,13.788479417679152
0.4367184984499497,2.2068004206275154,10.791787942496079
0.491650039080529,2.9008741915168463,13.264866390514666
0.2976771249017204,2.453516231307728,14.1911869081307
0.30183796422144965,2.1485479552030995,10.966941062395634
0.42569283011695735,3.2780412206312257,19.015223234719613
0.3822683964254759,2.8245800015681994,14.620889678788
0.6003199967826893,2.434276953042459,10.302008793143898
0.35923888861767217,3.046318440481877,16.404615381583863
0.5464984136963761,2.759361931083241,12.337214283549141
0.4365490830141763,1.9183478544975,9.881053571979093
0.4172321234519191,2.2990937556289626,10.688596308051086
0.5068257926847226,2.7572871907045537,12.612902457552751
0.43684273845509275,1.801946410636067,9.587216913557674
0.5344090343393906,3.280520133742749,14.03050962386157
0.5374288939550652,3.2985102160904143,15.001687697354228
0.5022837267188566,2.9771676931696587,13.335067369388971
0.587011010461337,3.5380525352647605,17.17254882205047
0.49204301290838287,2.0226300306205824,9.611144214852844
0.6751433992498606,2.149324700769082,9.184467033824118
0.6147332835379762,2.4759139524598437,10.182086040547532
0.41780149051374166,2.1340303495908253,11.556496018575846
0.6368527542742896,2.5948494376637106,10.592311140054957
0.5267840774012303,1.4786771138775163,8.679165295840138
0.4440757858030276,3.4584822892661364,16.52609544867021
0.5683668880180567,2.4914646748155387,11.514560617194013
0.6666226720394791,1.7767919051960772,8.532296418950612
0.4392316228433881,2.39754072451914,11.948580683586178
0.42607817962797606,2.242946150787185,10.60490303489323
0.527633711288801,3.1972483386572343,15.984919973065024
0.5107568262008017,2.961952494864556,13.757428373975861
0.21866282741179296,1.9421267442714245,11.13025773604714
0.2353284917668108,2.097076095181079,12.792783073320862
0.6168903383149951,2.4797132625389393,10.151079974016703
0.43652205895142054,3.2090231717459017,14.973060428466441
0.37432008791123,2.499762919150801,13.369240235467514
0.29268911870179454,2.1861313659313852,13.111290267398383
0.5247459227528904,2.2784571019159903,10.363211682705481
0.3047196969929296,1.8562461913032078,10.987392347093955
0.5036705989730083,2.6094966487107314,11.626481898066583
0.3989223832404768,3.0113974608610063,17.634003563117957
0.44873700236051917,1.8982790371899485,10.061656954466025
0.49536782010672153,1.4166801776797706,8.623220118881198
0.30986904391097825,1.5359201399353397,9.24828401143102
0.3016537274995939,2.290298577221586,12.50144742228918
0.617094158370844,3.5647755628025064,15.045714815848475
0.5424176344000282,3.4273247820090793,15.773735913152759
0.6106760478918237,4.4222193015570355,21.14191226596206
