A,dm,dp,dr,I,noise,fitness
9.662985497419964,0.17388177824380313,0.17388177824380313,0.17388177824380313,0.025634859205185167,0.08975793551920272,0.22711081048452877
8.881804845773281,0.17716996502256038,0.17716996502256038,0.17716996502256038,0.028442513945562305,0.10574228152378057,0.2697974053836798
10.05502277464303,0.1744702086755606,0.1744702086755606,0.1744702086755606,0.02630868212355972,0.10840641673546499,0.2523541627344741
9.523982748243238,0.17479409867098294,0.17479409867098294,0.17479409867098294,0.02375292194898534,0.10829514407433866,0.24549961727821418
8.841816261276083,0.17519184254608358,0.17519184254608358,0.17519184254608358,0.023628490763747127,0.09416237249230759,0.24355437677011255
8.753318325294229,0.1753504684423689,0.1753504684423689,0.1753504684423689,0.022792217049104203,0.09472241591250306,0.24906281107452025
9.00760173047856,0.1756338639479651,0.1756338639479651,0.1756338639479651,0.02545190405194581,0.08913487193198288,0.23901535215816552
9.986980611239233,0.1739642098133379,0.1739642098133379,0.1739642098133379,0.028128085487700977,0.10037656251079194,0.24295116245448717
9.146161802311747,0.17546328033395636,0.17546328033395636,0.17546328033395636,0.026098340426235715,0.10111550868401914,0.24351612659772778
9.680268876271972,0.17415127831570298,0.17415127831570298,0.17415127831570298,0.02665196015187969,0.09743104952133069,0.24153632202427822
10.02004234509959,0.17441506324354303,0.17441506324354303,0.17441506324354303,0.025016446065378048,0.10454716065977712,0.24852427229242374
9.035251414964804,0.17470278948616264,0.17470278948616264,0.17470278948616264,0.02626722317117988,0.08821046069387758,0.2384275799725055
8.637736938620963,0.17674454274450763,0.17674454274450763,0.17674454274450763,0.02447930981238741,0.09023760216846853,0.23922361783183235
9.505945139759291,0.1752716255385906,0.1752716255385906,0.1752716255385906,0.02562546305321777,0.09728837361798222,0.23696214862062395
9.53922528387093,0.17466121269065749,0.17466121269065749,0.17466121269065749,0.02190235547769607,0.09282657647450727,0.23245124975524045
9.375049415173503,0.17452351807864308,0.17452351807864308,0.17452351807864308,0.02344232483111595,0.09275977826331575,0.2308944138253311
9.525175273797084,0.1742426469700104,0.1742426469700104,0.1742426469700104,0.02645909604632813,0.09285946151492681,0.2348166916549028
9.341769271061864,0.1739105478746847,0.1739105478746847,0.1739105478746847,0.02376613734216755,0.09402653352198624,0.23912984083916744
9.509669204634001,0.1748573039652952,0.1748573039652952,0.1748573039652952,0.02551066141758688,0.09120211429031524,0.22854603625862543
9.365635832580185,0.17424307678633558,0.17424307678633558,0.17424307678633558,0.02429464935034805,0.0927818114179147,0.22849055510489588
9.655547641211824,0.17554384497605732,0.17554384497605732,0.17554384497605732,0.023928835860034525,0.09986346665758161,0.24013834033265402
9.141593506934797,0.1776925328910344,0.1776925328910344,0.1776925328910344,0.026001194534993995,0.12002261375299944,0.2840066840138101
8.587658405974754,0.17826541523254205,0.17826541523254205,0.17826541523254205,0.02718650745346423,0.09191043679584697,0.2426983314657506
8.780914687439578,0.17738632567537863,0.17738632567537863,0.17738632567537863,0.02628188186687159,0.10415557119564105,0.25909244226312383
8.972753032303341,0.17801115385582922,0.17801115385582922,0.17801115385582922,0.025499306543536403,0.10527457009044285,0.26208027132118117
8.64714239910004,0.17805733410064903,0.17805733410064903,0.17805733410064903,0.026917735673304334,0.09281894882635335,0.24111235250538932
9.367814305711933,0.17634880591127694,0.17634880591127694,0.17634880591127694,0.0248538880285436,0.11118742342620236,0.26291297893851584
9.004438044890334,0.17768781722797553,0.17768781722797553,0.17768781722797553,0.026153192780221,0.10353548082288326,0.2519172888873342
9.495215773601704,0.17286061116870946,0.17286061116870946,0.17286061116870946,0.023030982549397706,0.09015225786075147,0.23637177537662463
9.420675658441008,0.17254178488204425,0.17254178488204425,0.17254178488204425,0.02291879151240252,0.0944638242824084,0.24101590029341735
9.63442037939146,0.17272545014647406,0.17272545014647406,0.17272545014647406,0.020483362549116105,0.0954586483867169,0.24992454105902345
9.089846591304617,0.1781351694332111,0.1781351694332111,0.1781351694332111,0.02385484138028318,0.10594630127528197,0.2620317200613841
10.035733616132728,0.17261210068017574,0.17261210068017574,0.17261210068017574,0.0250878342808898,0.09459062881558253,0.2383536111373951
9.26851310177927,0.17340797970204844,0.17340797970204844,0.17340797970204844,0.020243690406223966,0.08622863305647882,0.24237488899125437
9.953519166567881,0.17359293861363534,0.17359293861363534,0.17359293861363534,0.020787033416806516,0.1132481994437412,0.26158958907220176
9.438818074242937,0.17738700675271568,0.17738700675271568,0.17738700675271568,0.02741504187129007,0.09993068706910192,0.2618988343216011
9.817587837775811,0.17677058865192646,0.17677058865192646,0.17677058865192646,0.028706793721604267,0.11619305893416997,0.27333289599312394
9.878031360413818,0.17331983875812357,0.17331983875812357,0.17331983875812357,0.018568216861062886,0.1136154179141307,0.2710131741875066
10.048336332877485,0.17202223680610643,0.17202223680610643,0.17202223680610643,0.02573956832612899,0.09920791096446056,0.25061111847695017
9.680931691268164,0.17494006353616837,0.17494006353616837,0.17494006353616837,0.023784798652427955,0.1055818663049088,0.24083230110300996
9.614171387732366,0.17492646380323496,0.17492646380323496,0.17492646380323496,0.018224080526792138,0.10824962649615384,0.26559023032008233
9.290453086178152,0.17561966155379533,0.17561966155379533,0.17561966155379533,0.028599057619112515,0.09606994398486993,0.24349402546990997
10.134869275260606,0.17481512191529566,0.17481512191529566,0.17481512191529566,0.02387207108033419,0.11341446671160019,0.2577988716702678
9.62183921530388,0.17461914812917706,0.17461914812917706,0.17461914812917706,0.025183314366397043,0.08842225375571389,0.23627801107515986
9.483159008169732,0.17612226025112215,0.17612226025112215,0.17612226025112215,0.02807508015489161,0.09784077753774177,0.25217020291469816
9.674419404036055,0.17198000465787933,0.17198000465787933,0.17198000465787933,0.021158376562191224,0.10075626532797853,0.25957131797820593
10.142537102832119,0.173603668851078,0.173603668851078,0.173603668851078,0.024612632497409446,0.10828427752565697,0.24405473228980978
9.662985497419964,0.17388177824380313,0.17388177824380313,0.17388177824380313,0.025634859205185167,0.08975793551920272,0.22711081048452877
9.015474552208643,0.17379992946712663,0.17379992946712663,0.17379992946712663,0.024616127908666966,0.08826117455282947,0.24665974455596168
8.464063939278418,0.17600142391871937,0.17600142391871937,0.17600142391871937,0.0239835740786111,0.08342100071811823,0.24995847531221654
9.382678720671041,0.17594200585389633,0.17594200585389633,0.17594200585389633,0.028011715467634198,0.08825047286284961,0.2440554247367523
