M,P,R
0.43165454710125956,2.6867827015129033,12.629255137054482
0.588106784841045,3.122602772262622,13.279649373210493
0.36153830997885467,1.7001115274054435,10.179170913688898
0.3917335594301771,2.1012535825258056,10.71158510904637
0.6273312939023773,2.7278881525679033,10.68660908195771
0.3462678687613632,2.047632332223762,10.82239192539202
0.47753882227892375,2.6590746848000593,11.158178268812918
0.27367021116076307,1.501745429486463,9.762526577257898
0.4137944342271895,2.9934422391783118,13.95367542795625
0.5215745805047562,2.737893859679195,10.914370026283319
0.34247185778916317,2.3697511705890117,13.465774274376578
0.5621107852464459,2.273014867930143,9.593429845128995
0.4558161517422687,2.2321879016087474,10.917599096799579
0.48544632925328046,2.642433733730377,11.823520434236698
0.21397140454335062,1.6780822483970035,10.487636368023086
0.4000426430776624,2.953385679843313,14.863612935454272
0.423380603909289,3.157860499643025,17.705853466030653
0.42568865623653906,2.7669492882913556,13.90737897211785
0.2512821483567376,1.6781554966415293,10.236588046757431
0.31946134355446953,2.056719647109403,10.80032669284025
0.3117803105750532,2.538381051498129,14.693183724907993
0.39767252938444353,2.2641416078225483,11.397083940324709
0.5917484024479853,2.7544710340269583,10.687004492660265
0.3166552220100387,1.3644523495317533,8.792536736148307
0.4943408469377067,3.26773275539254,14.646191413565207
0.5351398058549656,3.036544286938496,14.413584628553167
0.3573619155865519,1.7110238628457832,9.620681614885298
0.5082284508827752,3.478892896589222,15.127544574774204
0.5677044536863531,2.506849442515201,9.966415554650593
0.3551295784549648,2.3691390896812803,12.035099435099056
0.3156290218283773,1.7717068057402432,9.931204294187761
0.4884179550077227,2.30690394925746,10.172932947545593
0.5728499695026847,3.06323081332237,11.958132544553001
0.24191207957240976,1.1633266005846599,8.477429992262758
0.19974041005239965,1.5315204778892695,10.339738180269665
0.18806581207067427,1.1558390142921524,9.253464041517477
0.5726017818036799,3.103591365777607,14.50995972224407
0.2538625369996159,1.5797971009604233,9.631095762313533
0.29990812682848467,1.7903475569120502,9.906113629001922
0.34409520378802144,1.4828950329663093,8.676769900992864
0.34474422351482925,2.0576709087090643,12.210408915591618
0.22766304597196027,1.1959167573926026,9.157573930798387
0.38608508035166744,2.427320172662189,11.356086951047203
0.5159116814442153,2.136518951871748,9.195524705227177
0.3740623267565685,2.8146233183493097,16.08257060108829
0.6976597831009853,3.7805378828566973,14.85150682446899
0.7032409477393871,2.721297187942146,9.696522236085142
0.6023664041114661,3.854703794454862,17.283933279379976
0.5020203810725147,2.300837596067983,9.972127150928259
0.2909814069903305,3.0303100093440234,17.159303154475243
0.5615785016123823,2.0397093260337553,9.1287344084703
0.4530664005680923,3.2570800973254364,15.422693105067541
0.6287656659974108,2.9659526704898673,11.067097217187705
0.5515364219818158,3.609669490868666,16.26997487125623
0.33474348203055865,1.6067326781561395,8.801982488347553
0.36306204124453195,2.2828966182290116,11.724778089258782
0.4459714133697104,3.042050611514,12.816485695514542
0.6735409932043378,3.2238083027351303,12.050285127582393
0.4883668428950399,2.106499133722069,9.565015666325321
0.33960943442020947,2.497177020897903,12.032486237485939
0.3599845549176664,2.2865610758947144,11.450071660690824
