A,dm,dp,dr,I,noise,fitness
3.027618786478556,0.186753510433408,0.07876986024076871,0.43869568605413306,0.055993364014171425,0.12886812270376147,0.19299240376036436
3.28756706957574,0.17048283601563363,0.05430612781476535,0.3598456159363852,0.047999498468659044,0.16612436328871277,0.21445539842623854
3.8607524620628455,0.14498147715738044,0.06388534614767818,0.3274620984588188,0.04773900634754378,0.1587840462884414,0.21564657743835633
4.221616648972988,0.18051826795072703,0.05233158345306131,0.3603329587547317,0.04536736511799748,0.15593535765711683,0.21147891802291657
4.783086980837763,0.16751168229734392,0.08800881613061902,0.3206720814941825,0.06174846262155867,0.11039343746909727,0.21459204329472675
2.7418460958893256,0.13451957145395432,0.0864487962550565,0.4021380804550136,0.04158998196963273,0.12708241004481766,0.22820719430900543
3.844313899410593,0.1409445875103179,0.12089621933687968,0.38653537404504357,0.05004328284963397,0.07508790601532705,0.20055628343101295
2.097290298200339,0.19433292812350983,0.07824253691332461,0.4380614969834165,0.052210408504450245,0.13849949895510763,0.21764649734110597
1.9773926772859485,0.17280160031522085,0.0788093764683108,0.4224609664784147,0.0565683036576974,0.1610430752041031,0.23055839938480216
4.497956159057005,0.19654605424382846,0.05838271544950828,0.3463944888961942,0.0544492073981759,0.1424759515335784,0.20576672182851824
3.471606359755684,0.20040274538277703,0.06425559072981,0.40087919030079683,0.05475880415444723,0.14226568748967425,0.19755255051326429
3.798323037405042,0.12557546905652883,0.08199936430377852,0.3520451546555668,0.06035846122529866,0.14751629361213967,0.22422517942391273
1.9130297578329238,0.18253481932811466,0.08260415980901677,0.4698304445621386,0.056343730839906375,0.15607196697819753,0.22865710315110294
4.389496825726329,0.23160399759837375,0.0571037579170098,0.3535453353434911,0.05452635400098708,0.14356471835897497,0.19618784878543716
3.63216139112128,0.19443625832495093,0.06614886317063813,0.390293615593861,0.05464460213186671,0.1406539590525428,0.19602422921954132
2.4612216561425497,0.19929791849649675,0.06379370309600968,0.4400767317506912,0.057161235786073336,0.1635285803490496,0.19878233730904482
5.384715071935526,0.22887438327728132,0.060810451580456046,0.31672992169731173,0.05896446198651946,0.12887516265284618,0.1976476618657496
2.8692618374181995,0.25109203016158876,0.06898464123309393,0.4603618360752488,0.06147377794145703,0.1464022516345446,0.22010749152641446
2.275324995314383,0.17043451113178384,0.06523106832731773,0.45251920128673595,0.0567052220667244,0.16154000431849672,0.20901438818680126
5.32371520969687,0.21940318640294287,0.061282106534912006,0.3208127757099988,0.05418708813227331,0.12822263418152013,0.1979092412132742
2.7204840502909606,0.17335334843682731,0.07108632429691103,0.4302662785131001,0.05814060090558335,0.15624968018001184,0.20141984447677835
4.06764656376627,0.1614545857767003,0.05514349731923668,0.35334354819417185,0.05679672524032733,0.15890796242361677,0.22727636125097736
3.3774159320184522,0.1895942404225841,0.08595512097053762,0.4523391857732217,0.0571658082175179,0.11476163691564441,0.20679689538092277
3.3831509716737793,0.21410134592218902,0.064893371817272,0.3829105389058,0.06650745286948317,0.15965536015157197,0.2153738197548176
2.7508698755449696,0.18219109236802286,0.08436624145177302,0.42994740133408405,0.05599958167235543,0.12278809863207554,0.20340788502681992
4.084519483272739,0.15900535295470014,0.09171102148888985,0.3747091173194928,0.054211731843215996,0.10057416879761458,0.1962804453823669
3.735025680731543,0.1745234819035002,0.08244834672555645,0.35963144709392536,0.049503340582838715,0.11964873544026848,0.20840859256750482
4.861938761233948,0.17939332966108115,0.0807483471752037,0.3613601241749426,0.04924011279577248,0.10544643497095361,0.19762908578785257
3.0823331690811266,0.20439096385755506,0.06244943285255773,0.4213316339198013,0.06525113126903896,0.15136887726372508,0.2198142251605171
3.7921714606107253,0.17366494470797794,0.06842317717634025,0.39674965443928634,0.06222212249825344,0.13684214400681904,0.21511594295132735
3.027618786478556,0.186753510433408,0.07876986024076871,0.43869568605413306,0.055993364014171425,0.12886812270376147,0.19299240376036436
3.159038902435457,0.21590240874187755,0.05561580464754496,0.42391344756278027,0.0603057203606467,0.15941515220122868,0.21360069402185938
3.2442589971562654,0.19936735068941802,0.059475148848075685,0.3886823500321175,0.052927672304910925,0.1586558773739669,0.20528863558191543
3.7771753919334876,0.18455652054166197,0.06146138266020078,0.3950870189158491,0.054370029304910035,0.1453096458912033,0.20620841151766917
2.7571272800621607,0.20156434058116404,0.06689068718110154,0.4016725204676197,0.054551007014172315,0.15212802883220902,0.2036239845905552
2.984828098356443,0.2128913430962176,0.058904655277914594,0.4339514214288222,0.05900499230322276,0.15302980401548216,0.2065431838864613
5.308159395898785,0.10694690440144299,0.07738715317753955,0.3249380808124209,0.045662334711785574,0.13688633134946876,0.23614657197388625
6.696499783005229,0.15558630132864576,0.060780340857239455,0.2833777089584613,0.051266032708980135,0.1411569686881294,0.21478260379270997
3.477503185307041,0.19665353734371546,0.07275534094322147,0.36027732843288884,0.05326300082634751,0.151230389991067,0.2209076141152561
4.464729150887293,0.15483525761408734,0.08381825974369005,0.35881496983785166,0.05206830361970635,0.12907263670146704,0.2069563790326729
3.6750928535429055,0.16287494740962463,0.069907938070509,0.3710845930185242,0.04332987633200426,0.1369070813878085,0.2103403021045352
4.277418085808381,0.13919070568469805,0.0907494960463018,0.3510179606927768,0.05278450327850578,0.12700718937970584,0.19974135496865097
3.5462683225162506,0.131127592007665,0.08100456701132025,0.38001751437537545,0.04536163214303428,0.13759563151543994,0.21230472852837184
3.6878860031972507,0.21064070265979984,0.06634310572225757,0.3678072718644048,0.05253299997802443,0.15259717337188455,0.21032841543472375
3.8527352292280064,0.18644313073923452,0.0691738952135871,0.38206716310643873,0.06772322653782391,0.15218091387246302,0.2163599525274379
3.032014722182132,0.19492268493741935,0.05921299241762462,0.3950080771712537,0.04513707403098931,0.1604439936703166,0.20582865702202033
3.857845081807133,0.21681996371280246,0.05946524081276892,0.35752387201213026,0.04752577414747332,0.1521685464532736,0.20721954343140275
4.239964573360588,0.24600889602100873,0.05364154457020596,0.34243215095981056,0.053822124746103595,0.1600013367783205,0.19745078012313963
3.698873829306336,0.23684190872962296,0.05150305080741168,0.3452992616258854,0.06799194496243761,0.19051956358757505,0.23185638631114308
3.02909690995852,0.16372729326008395,0.07853208410877262,0.39561552453524523,0.04559061518175891,0.1410538478962607,0.21109017545946623
2.6161817301460197,0.1527786538723924,0.07840595991120047,0.41435762711480695,0.0443962651235169,0.14519157150478218,0.20126590826489044
