Time,Light,Forskolin 5 uM (1),Forskolin 5 uM (2),Forskolin 5 uM (3),Forskolin 5 uM (4),Forskolin 10 uM (1),Forskolin 10 uM (2),Forskolin 10 uM (3),Forskolin 10 uM (4),Forskolin 15 uM (1),Forskolin 15 uM (2),Forskolin 15 uM (3),Forskolin 15 uM (4),DBC 0.5 mM (1),DBC 0.5 mM (2),DBC 0.5 mM (3),DBC 0.5 mM (4),DBC 1 mM (1),DBC 1 mM (2),DBC 1 mM (3),DBC 1 mM (4),DBC 3 mM (1),DBC 3 mM (2),DBC 3 mM (3),DBC 3 mM (4),U0126 10 uM (1),U0126 10 uM (2),U0126 10 uM (3),U0126 10 uM (4),U0126 20 uM (1),U0126 20 uM (2),U0126 20 uM (3),U0126 20 uM (4),U0126 40 uM (1),U0126 40 uM (2),U0126 40 uM (3),U0126 40 uM (4),Control DMSO (1),Control DMSO (2),Control DMSO (3),Control DMSO (4)
0.5150000000000006,0.0,1300.0,1316.0,1339.0,1257.0,1186.0,1177.0,1163.0,1150.0,1132.0,1130.0,1138.0,1096.0,1229.0,1221.0,1255.0,1173.0,1164.0,1161.0,1098.0,1107.0,968.0,988.0,936.0,973.0,1518.0,1466.0,1523.0,1425.0,1330.0,1305.0,1189.0,1225.0,1109.0,1155.0,1173.0,1155.0,1555.0,1670.0,1609.0,1598.0
1.545,0.0,1102.0,1100.0,1138.0,1045.0,964.0,977.0,957.0,946.0,930.0,934.0,934.0,904.0,1046.0,1025.0,1014.0,982.0,986.0,957.0,938.0,900.0,836.0,830.0,784.0,796.0,1275.0,1266.0,1309.0,1214.0,1157.0,1193.0,1107.0,1055.0,1018.0,1068.0,1073.0,1086.0,1425.0,1441.0,1355.0,1348.0
2.5749999999999993,0.0,925.0,984.0,950.0,871.0,846.0,829.0,838.0,807.0,832.0,818.0,820.0,816.0,877.0,854.0,875.0,841.0,821.0,802.0,780.0,771.0,689.0,700.0,670.0,666.0,1134.0,1164.0,1120.0,1050.0,1061.0,1055.0,1023.0,977.0,952.0,941.0,961.0,966.0,1241.0,1298.0,1161.0,1193.0
3.6050000000000004,0.0,829.0,857.0,888.0,800.0,771.0,741.0,757.0,725.0,736.0,723.0,748.0,732.0,811.0,757.0,741.0,752.0,739.0,700.0,713.0,686.0,620.0,607.0,566.0,598.0,1145.0,1150.0,1089.0,1023.0,1016.0,959.0,934.0,902.0,859.0,868.0,898.0,877.0,1223.0,1248.0,1159.0,1125.0
4.634999999999998,0.0,868.0,879.0,884.0,832.0,807.0,784.0,784.0,736.0,745.0,759.0,759.0,752.0,846.0,800.0,786.0,736.0,721.0,716.0,702.0,709.0,584.0,573.0,538.0,566.0,1355.0,1389.0,1289.0,1184.0,964.0,1005.0,930.0,959.0,834.0,814.0,850.0,807.0,1434.0,1493.0,1277.0,1255.0
5.664999999999999,0.0,1143.0,1175.0,1184.0,1146.0,1102.0,1066.0,1016.0,971.0,989.0,1029.0,1021.0,993.0,1123.0,1091.0,1007.0,954.0,896.0,950.0,918.0,893.0,664.0,666.0,630.0,627.0,2080.0,2048.0,1957.0,1691.0,1114.0,1175.0,1111.0,1084.0,802.0,780.0,798.0,764.0,2202.0,2255.0,1900.0,1745.0
6.695,0.0,1555.0,1689.0,1657.0,1730.0,1607.0,1541.0,1493.0,1384.0,1357.0,1455.0,1432.0,1452.0,1707.0,1586.0,1550.0,1432.0,1280.0,1323.0,1321.0,1295.0,873.0,913.0,823.0,825.0,3127.0,3068.0,2948.0,2595.0,1416.0,1552.0,1482.0,1398.0,843.0,839.0,818.0,759.0,3173.0,3359.0,2789.0,2582.0
7.725000000000001,0.0,2086.0,2263.0,2186.0,2293.0,2191.0,2086.0,2032.0,1850.0,1825.0,1916.0,2141.0,1966.0,2352.0,2316.0,2159.0,2021.0,1745.0,1838.0,1866.0,1830.0,1198.0,1254.0,1145.0,1130.0,4243.0,4270.0,4123.0,3589.0,1820.0,1995.0,1918.0,1895.0,920.0,918.0,955.0,800.0,4486.0,4645.0,3841.0,3541.0
8.754999999999999,0.0,2639.0,2829.0,2775.0,2879.0,2775.0,2600.0,2502.0,2409.0,2248.0,2377.0,2380.0,2434.0,3025.0,3007.0,2845.0,2768.0,2296.0,2389.0,2411.0,2339.0,1543.0,1580.0,1468.0,1427.0,5273.0,5248.0,5111.0,4589.0,2255.0,2423.0,2370.0,2245.0,1073.0,1084.0,1061.0,920.0,5636.0,5880.0,4886.0,4530.0
9.785,0.0,3141.0,3280.0,3257.0,3391.0,3252.0,3079.0,2998.0,2820.0,2652.0,2807.0,2830.0,2884.0,3586.0,3623.0,3386.0,3223.0,2807.0,2879.0,2941.0,2852.0,1864.0,1939.0,1798.0,1846.0,6032.0,6184.0,5880.0,5339.0,2541.0,2705.0,2577.0,2557.0,1250.0,1245.0,1243.0,1066.0,6564.0,6948.0,5734.0,5375.0
