Time,Light,PMA 0.5 uM (1),PMA 0.5 uM (2),PMA 0.5 uM (3),PMA 0.5 uM (4),PMA 1 uM (1),PMA 1 uM (2),PMA 1 uM (3),PMA 1 uM (4),PMA 3 uM (1),PMA 3 uM (2),PMA 3 uM (3),PMA 3 uM (4),EGF 30 ng/ml (1),EGF 30 ng/ml (2),EGF 30 ng/ml (3),EGF 30 ng/ml (4),EGF 50 ng/ml (1),EGF 50 ng/ml (2),EGF 50 ng/ml (3),EGF 50 ng/ml (4),EGF 80 ng/ml (1),EGF 80 ng/ml (2),EGF 80 ng/ml (3),EGF 80 ng/ml (4),Ro-318220 2 uM (1),Ro-318220 2 uM (2),Ro-318220 2 uM (3),Ro-318220 2 uM (4),Ro-318220 5 uM (1),Ro-318220 5 uM (2),Ro-318220 5 uM (3),Ro-318220 5 uM (4),Ro-318220 8 uM (1),Ro-318220 8 uM (2),Ro-318220 8 uM (3),Ro-318220 8 uM (4),Control DMSO (1),Control DMSO (2),Control DMSO (3),Control DMSO (4)
30.384999999999998,1.0,3693.0,3745.0,3559.0,3404.0,3613.0,3521.0,3346.0,2829.0,3788.0,3964.0,3800.0,3843.0,3352.0,3866.0,3700.0,3636.0,3450.0,3423.0,3000.0,2941.0,4873.0,5020.0,4739.0,4548.0,9064.0,8064.0,8241.0,8120.0,861.0,864.0,818.0,855.0,850.0,848.0,805.0,823.0,3118.0,2986.0,2877.0,2727.0
31.415,1.0,3895.0,3988.0,3839.0,3623.0,3877.0,3725.0,3575.0,3082.0,3950.0,4164.0,3945.0,4009.0,3602.0,4193.0,4084.0,3870.0,3789.0,3707.0,3321.0,3241.0,5216.0,5352.0,5100.0,4907.0,9050.0,8039.0,8291.0,7950.0,807.0,823.0,820.0,823.0,809.0,836.0,786.0,807.0,3236.0,3084.0,2941.0,2798.0
32.445,1.0,4239.0,4311.0,4129.0,3932.0,4152.0,4079.0,3884.0,3334.0,4250.0,4446.0,4313.0,4309.0,4089.0,4752.0,4625.0,4377.0,4270.0,4234.0,3770.0,3734.0,5850.0,6025.0,5661.0,5459.0,8959.0,7986.0,8220.0,7900.0,811.0,827.0,820.0,809.0,827.0,807.0,807.0,805.0,3550.0,3482.0,3195.0,3143.0
33.475,1.0,4673.0,4732.0,4584.0,4334.0,4577.0,4438.0,4364.0,3764.0,4555.0,4775.0,4618.0,4650.0,4602.0,5454.0,5284.0,5073.0,4964.0,4852.0,4445.0,4230.0,6718.0,7073.0,6575.0,6302.0,8802.0,7793.0,8068.0,7639.0,784.0,823.0,807.0,823.0,800.0,791.0,782.0,805.0,3927.0,3839.0,3675.0,3536.0
34.505,1.0,5150.0,5282.0,5039.0,4855.0,4973.0,5013.0,4864.0,4270.0,4934.0,5264.0,5071.0,5048.0,5379.0,6254.0,6057.0,5811.0,5695.0,5641.0,5052.0,5013.0,7848.0,8152.0,7498.0,7214.0,8491.0,7600.0,7659.0,7316.0,795.0,820.0,841.0,818.0,786.0,793.0,780.0,805.0,4511.0,4375.0,4186.0,3957.0
35.535000000000004,1.0,5743.0,5921.0,5568.0,5359.0,5461.0,5554.0,5352.0,4779.0,5455.0,5796.0,5484.0,5573.0,6214.0,7125.0,6880.0,6570.0,6509.0,6380.0,5875.0,5684.0,8909.0,9302.0,8625.0,8164.0,8227.0,7343.0,7434.0,6952.0,807.0,809.0,857.0,827.0,775.0,784.0,741.0,786.0,5070.0,5066.0,4802.0,4532.0
36.565,0.0,6302.0,6488.0,6152.0,5893.0,5813.0,6025.0,5896.0,5280.0,5902.0,6150.0,5938.0,5998.0,6905.0,7873.0,7764.0,7395.0,7179.0,7121.0,6557.0,6325.0,10080.0,10309.0,9632.0,9132.0,7934.0,7048.0,7030.0,6702.0,805.0,800.0,798.0,820.0,752.0,800.0,741.0,745.0,5564.0,5507.0,5320.0,4964.0
37.595,0.0,6934.0,7157.0,6773.0,6464.0,6171.0,6621.0,6507.0,5759.0,6445.0,6668.0,6461.0,6411.0,7645.0,8693.0,8459.0,8141.0,7929.0,7821.0,7068.0,6889.0,11020.0,11320.0,10500.0,10032.0,7666.0,6727.0,6768.0,6307.0,791.0,800.0,795.0,814.0,766.0,739.0,718.0,736.0,6055.0,6039.0,5691.0,5373.0
38.625,0.0,7589.0,7757.0,7332.0,7098.0,6516.0,7054.0,6946.0,6234.0,6932.0,7198.0,6914.0,6898.0,8357.0,9407.0,9086.0,8763.0,8493.0,8359.0,7645.0,7316.0,11980.0,12098.0,11409.0,10798.0,7266.0,6520.0,6445.0,5932.0,793.0,807.0,798.0,864.0,775.0,775.0,745.0,711.0,6355.0,6314.0,6011.0,5607.0
39.655,0.0,8227.0,8404.0,7914.0,7595.0,6930.0,7582.0,7393.0,6588.0,7407.0,7720.0,7257.0,7366.0,8891.0,10088.0,9829.0,9354.0,9091.0,8861.0,8018.0,7788.0,12784.0,13107.0,12286.0,11464.0,6964.0,6257.0,6036.0,5709.0,784.0,791.0,800.0,866.0,743.0,743.0,741.0,700.0,6555.0,6595.0,6245.0,5843.0
40.685,0.0,8959.0,9071.0,8577.0,8195.0,7320.0,8177.0,8179.0,7209.0,7973.0,8300.0,7838.0,7813.0,9634.0,11014.0,10741.0,10155.0,9902.0,9732.0,8802.0,8502.0,13884.0,14198.0,13214.0,12559.0,6741.0,5991.0,5809.0,5395.0,789.0,807.0,816.0,852.0,736.0,730.0,707.0,700.0,7034.0,6993.0,6682.0,6368.0
41.715,0.0,9845.0,10027.0,9427.0,9079.0,7757.0,8889.0,8759.0,7980.0,8770.0,9009.0,8525.0,8630.0,10627.0,12177.0,11730.0,11116.0,10880.0,10804.0,9763.0,9557.0,15189.0,15518.0,14495.0,13864.0,6595.0,5932.0,5639.0,5164.0,770.0,800.0,780.0,916.0,716.0,714.0,698.0,730.0,7580.0,7502.0,7305.0,6939.0
42.745000000000005,0.0,10889.0,11091.0,10518.0,10020.0,8241.0,9886.0,9798.0,9057.0,9707.0,9904.0,9416.0,9439.0,11720.0,13359.0,12916.0,12289.0,12055.0,11998.0,11021.0,10813.0,16570.0,17018.0,15827.0,15050.0,6495.0,5859.0,5620.0,5168.0,770.0,805.0,818.0,882.0,734.0,732.0,682.0,709.0,8100.0,7859.0,7857.0,7566.0
43.775,0.0,11845.0,12214.0,11609.0,11079.0,8913.0,11034.0,10809.0,10098.0,10554.0,10921.0,10377.0,10525.0,12557.0,14379.0,13859.0,13413.0,13109.0,13098.0,12057.0,11909.0,17952.0,18416.0,17107.0,16416.0,6632.0,6075.0,5780.0,5305.0,798.0,820.0,827.0,911.0,723.0,720.0,709.0,718.0,8543.0,8252.0,8327.0,8152.0
44.805,0.0,12859.0,13145.0,12539.0,11950.0,9239.0,11986.0,11941.0,11155.0,11229.0,11868.0,11338.0,11475.0,13227.0,15082.0,14641.0,14136.0,13957.0,13934.0,13029.0,12711.0,18914.0,19539.0,18248.0,17520.0,6882.0,6205.0,5936.0,5591.0,775.0,809.0,818.0,909.0,711.0,741.0,705.0,689.0,8757.0,8505.0,8534.0,8389.0
45.835,0.0,13643.0,13930.0,13473.0,12877.0,9532.0,13027.0,12770.0,12163.0,12039.0,12907.0,12205.0,12275.0,13754.0,15536.0,15188.0,14646.0,14448.0,14423.0,13466.0,13473.0,19407.0,19941.0,18814.0,17968.0,7150.0,6518.0,6232.0,6118.0,789.0,800.0,820.0,952.0,723.0,689.0,716.0,682.0,8755.0,8575.0,8748.0,8591.0
46.865,0.0,14386.0,14629.0,13923.0,13445.0,9746.0,13705.0,13452.0,12904.0,12866.0,13591.0,12861.0,12900.0,13875.0,15821.0,15384.0,14773.0,14763.0,14827.0,13800.0,13973.0,19584.0,20157.0,19098.0,18236.0,7575.0,6959.0,6632.0,6459.0,761.0,757.0,834.0,966.0,714.0,705.0,695.0,670.0,8714.0,8452.0,8598.0,8618.0
47.895,0.0,14934.0,15391.0,14563.0,14152.0,9982.0,14573.0,14229.0,13821.0,13571.0,14502.0,13720.0,13714.0,14138.0,16075.0,15489.0,15084.0,15016.0,15082.0,14211.0,14516.0,20077.0,20323.0,19314.0,18498.0,7925.0,7236.0,7020.0,6977.0,786.0,823.0,827.0,977.0,718.0,666.0,657.0,643.0,8507.0,8380.0,8361.0,8575.0
48.925000000000004,1.0,15550.0,16007.0,15184.0,14820.0,10379.0,15320.0,14989.0,14855.0,13882.0,15159.0,14405.0,14502.0,14005.0,16005.0,15689.0,15243.0,15198.0,15216.0,14334.0,14923.0,20098.0,20532.0,19418.0,18870.0,8316.0,7766.0,7616.0,7461.0,777.0,775.0,820.0,1002.0,705.0,723.0,670.0,673.0,8307.0,8152.0,8275.0,8318.0
49.955,1.0,16350.0,16743.0,15825.0,15404.0,10616.0,16227.0,15793.0,15798.0,14546.0,16041.0,15148.0,15327.0,14223.0,16252.0,15816.0,15589.0,15448.0,15702.0,14848.0,15345.0,20300.0,20850.0,19545.0,19075.0,8880.0,8098.0,8086.0,8157.0,750.0,832.0,841.0,1025.0,695.0,734.0,684.0,668.0,8066.0,8057.0,8125.0,8364.0
50.985,1.0,16775.0,17148.0,16241.0,15704.0,10684.0,16804.0,16541.0,16520.0,14836.0,16602.0,15775.0,15814.0,14030.0,16100.0,15725.0,15489.0,15454.0,15673.0,15102.0,15921.0,20193.0,20661.0,19570.0,19136.0,9295.0,8568.0,8516.0,8673.0,761.0,805.0,834.0,1055.0,691.0,668.0,700.0,680.0,7839.0,7725.0,7907.0,8352.0
52.015,1.0,16721.0,17130.0,16239.0,15684.0,10770.0,17070.0,16520.0,16900.0,14675.0,16757.0,16273.0,15921.0,13555.0,15554.0,15204.0,15038.0,14952.0,15166.0,14418.0,15496.0,19427.0,19936.0,19116.0,18652.0,9530.0,8686.0,8798.0,8845.0,768.0,802.0,836.0,1025.0,686.0,680.0,673.0,664.0,7352.0,7352.0,7416.0,7875.0
53.045,1.0,16096.0,16618.0,15764.0,15293.0,10441.0,16580.0,16089.0,16450.0,14155.0,16213.0,15495.0,15352.0,12654.0,14398.0,14221.0,14016.0,13854.0,14211.0,13604.0,14539.0,18002.0,18582.0,17745.0,17275.0,9159.0,8591.0,8514.0,8725.0,773.0,800.0,827.0,1032.0,668.0,659.0,639.0,636.0,6680.0,6675.0,6768.0,7027.0
54.075,1.0,15648.0,15838.0,15077.0,14596.0,10004.0,15891.0,15221.0,15491.0,13454.0,15405.0,14705.0,14679.0,11859.0,13202.0,13157.0,12909.0,12866.0,13121.0,12445.0,13263.0,16859.0,17225.0,16525.0,16139.0,8586.0,8034.0,8084.0,8180.0,759.0,795.0,855.0,1080.0,664.0,641.0,627.0,630.0,5964.0,5948.0,5966.0,6320.0
55.105000000000004,1.0,14850.0,15127.0,14413.0,13943.0,9741.0,15180.0,14454.0,14811.0,12682.0,14709.0,14121.0,14020.0,10902.0,12357.0,12096.0,11923.0,11941.0,12084.0,11459.0,12180.0,15536.0,16034.0,15398.0,14991.0,8114.0,7611.0,7457.0,7627.0,770.0,816.0,843.0,1084.0,648.0,623.0,632.0,591.0,5420.0,5493.0,5341.0,5689.0
56.135000000000005,1.0,13995.0,14311.0,13704.0,13291.0,9291.0,14289.0,13536.0,13579.0,11959.0,13859.0,13320.0,13214.0,10163.0,11491.0,11243.0,11273.0,11154.0,11102.0,10591.0,11093.0,14600.0,14916.0,14282.0,13791.0,7457.0,6873.0,7018.0,6930.0,718.0,761.0,793.0,1091.0,616.0,636.0,591.0,580.0,4886.0,4900.0,4893.0,5148.0
57.165000000000006,1.0,13455.0,13734.0,12966.0,12645.0,9025.0,13682.0,12698.0,12941.0,11229.0,12963.0,12671.0,12359.0,9514.0,10718.0,10575.0,10439.0,10418.0,10375.0,9848.0,10132.0,13582.0,13930.0,13461.0,13045.0,6780.0,6325.0,6286.0,6243.0,745.0,775.0,802.0,1077.0,620.0,614.0,595.0,570.0,4575.0,4516.0,4559.0,4586.0
58.19500000000001,1.0,12791.0,13034.0,12325.0,11898.0,8775.0,12816.0,12009.0,12082.0,10652.0,12230.0,12050.0,11625.0,9064.0,10148.0,10155.0,9891.0,9948.0,9700.0,9220.0,9263.0,13052.0,13255.0,12770.0,12327.0,6109.0,5643.0,5570.0,5561.0,700.0,814.0,800.0,1082.0,602.0,614.0,600.0,582.0,4241.0,4259.0,4255.0,4200.0
59.22500000000005,1.0,12079.0,12382.0,11768.0,11416.0,8570.0,12029.0,11211.0,11125.0,10021.0,11516.0,11327.0,10839.0,8595.0,9602.0,9443.0,9311.0,9175.0,9107.0,8539.0,8559.0,12289.0,12673.0,12227.0,11709.0,5443.0,5095.0,5032.0,4855.0,702.0,748.0,777.0,1082.0,573.0,595.0,555.0,566.0,4095.0,4048.0,3939.0,3905.0
60.25500000000005,0.0,11568.0,11709.0,11193.0,10788.0,8332.0,11318.0,10557.0,10213.0,9432.0,10923.0,10691.0,10236.0,8380.0,9239.0,9200.0,8921.0,8850.0,8738.0,8057.0,7786.0,11798.0,12316.0,11930.0,11395.0,4898.0,4555.0,4523.0,4243.0,695.0,736.0,800.0,1041.0,577.0,573.0,557.0,545.0,3930.0,3970.0,3793.0,3739.0
61.28500000000005,0.0,11050.0,11161.0,10686.0,10371.0,8127.0,10688.0,9825.0,9373.0,8943.0,10225.0,10125.0,9600.0,8093.0,8988.0,8814.0,8514.0,8439.0,8236.0,7413.0,7207.0,11389.0,11825.0,11382.0,10920.0,4411.0,4086.0,3966.0,3752.0,677.0,727.0,768.0,1050.0,555.0,552.0,539.0,518.0,3898.0,3889.0,3727.0,3459.0
62.315000000000055,0.0,10596.0,10816.0,10248.0,9896.0,8007.0,10154.0,9420.0,8923.0,8643.0,9646.0,9696.0,9214.0,7927.0,8666.0,8704.0,8361.0,8168.0,7900.0,7229.0,6657.0,11193.0,11539.0,11130.0,10782.0,4039.0,3716.0,3566.0,3325.0,673.0,741.0,798.0,1068.0,545.0,545.0,525.0,502.0,3927.0,3870.0,3591.0,3352.0
63.345000000000056,0.0,10441.0,10379.0,9977.0,9613.0,8091.0,9736.0,9009.0,8445.0,8468.0,9409.0,9368.0,8909.0,7930.0,8789.0,8739.0,8289.0,8113.0,7854.0,6977.0,6488.0,11202.0,11598.0,11157.0,10775.0,3730.0,3393.0,3264.0,3057.0,680.0,741.0,745.0,1061.0,550.0,541.0,500.0,473.0,3970.0,3923.0,3652.0,3305.0
64.37500000000006,0.0,10296.0,10400.0,9830.0,9513.0,8166.0,9568.0,8668.0,8164.0,8225.0,9229.0,9171.0,8795.0,8166.0,8968.0,8918.0,8484.0,8298.0,7973.0,7159.0,6355.0,11559.0,11898.0,11327.0,10927.0,3464.0,3145.0,3000.0,2748.0,702.0,745.0,791.0,1025.0,534.0,530.0,514.0,466.0,4255.0,4134.0,3964.0,3398.0
65.40500000000006,0.0,10438.0,10563.0,9914.0,9775.0,8664.0,9764.0,8836.0,8184.0,8348.0,9421.0,9307.0,8866.0,8804.0,9671.0,9579.0,9077.0,8961.0,8588.0,7639.0,6855.0,12482.0,12752.0,12241.0,11832.0,3280.0,3068.0,2895.0,2582.0,659.0,711.0,761.0,1048.0,557.0,541.0,507.0,452.0,4657.0,4605.0,4348.0,3832.0
