Time,Light,PMA 0.5 uM (1),PMA 0.5 uM (2),PMA 0.5 uM (3),PMA 0.5 uM (4),PMA 1 uM (1),PMA 1 uM (2),PMA 1 uM (3),PMA 1 uM (4),PMA 3 uM (1),PMA 3 uM (2),PMA 3 uM (3),PMA 3 uM (4),EGF 30 ng/ml (1),EGF 30 ng/ml (2),EGF 30 ng/ml (3),EGF 30 ng/ml (4),EGF 50 ng/ml (1),EGF 50 ng/ml (2),EGF 50 ng/ml (3),EGF 50 ng/ml (4),EGF 80 ng/ml (1),EGF 80 ng/ml (2),EGF 80 ng/ml (3),EGF 80 ng/ml (4),Ro-318220 2 uM (1),Ro-318220 2 uM (2),Ro-318220 2 uM (3),Ro-318220 2 uM (4),Ro-318220 5 uM (1),Ro-318220 5 uM (2),Ro-318220 5 uM (3),Ro-318220 5 uM (4),Ro-318220 8 uM (1),Ro-318220 8 uM (2),Ro-318220 8 uM (3),Ro-318220 8 uM (4),Control DMSO (1),Control DMSO (2),Control DMSO (3),Control DMSO (4)
1.5450000000000017,0.0,-0.49978854169857956,-0.48046783527868564,-0.3682802541840938,-0.2963122338657229,-1.1280735758264837,-0.5557129586588756,-0.46183530555656044,-0.4048103510233732,-0.5903575922566336,-0.6644966080990283,-0.5914882452328206,-0.575198867377087,-0.7854080717010845,-0.8170939943696176,-0.8540487601149689,-0.7974575966272301,-0.9191310678039234,-0.8735706123969554,-0.7484525551246458,-0.6419318863223619,-0.27024041881747807,-0.28801581046071356,-0.251702434434929,-0.16890789556656416,-0.06457601434717031,0.0821277016689409,0.08259522825799626,0.26738212840911246,0.03283641723327224,0.0015852135620120222,0.06630966270046179,0.11238121071705387,0.07696350886792347,0.058628689690427116,0.11339813195273818,0.07953431151650392,0.4914342209877799,0.5014435211513822,0.4969521287377055,0.4003403112104069
2.575000000000001,0.0,-0.7080424618862035,-0.675782323304659,-0.6377084997365062,-0.5783151769133604,-1.3133226674692875,-0.7591816309588943,-0.7118606687032507,-0.6405260044475374,-0.7984948582270605,-0.8643499217683052,-0.787689471361526,-0.8019872968939196,-1.035762579976798,-1.05682523811207,-1.0945424209174253,-1.024099557440914,-1.136461859761507,-1.0901159325955172,-0.9966603664933543,-0.8881378516189241,-0.6048206849534921,-0.5765297107922327,-0.5484697099362077,-0.4854048288731019,-0.47015306022972453,-0.37446356098430156,-0.38053068020585745,-0.23383629535995704,-0.28708870851420953,-0.26497589826083656,-0.29322830001975664,-0.287402642099827,-0.20399715958236841,-0.20696157859191655,-0.1982446087473635,-0.222617420615409,0.09366506417580833,0.06074655493175222,0.0432344762463413,0.019272752930827135
3.6050000000000004,0.0,-0.9391282072106765,-0.9352958343513437,-0.9067755814208861,-0.8509430221203184,-1.4949235275480095,-1.0069113456098913,-0.9661177728340884,-0.8793029001239632,-1.0266379242537944,-1.0605453544885606,-1.026208609008187,-1.0088069338746788,-1.2298358422060334,-1.1223957230141302,-1.2435807459217645,-1.2105195653324166,-1.2997215879094193,-1.2658230703794535,-1.1766386903387183,-1.0785515294579322,-0.8228375035324433,-0.8255770870217984,-0.7996632925854155,-0.7313681598998969,-0.8129779573193754,-0.7161705704538249,-0.7628161469285422,-0.5983587853738258,-0.6233293063064627,-0.6306303602037027,-0.6284283083404523,-0.6444051970137945,-0.5456863058487396,-0.5172720591428812,-0.5360727158258174,-0.5168268786455685,-0.2839726693420146,-0.29709359251587836,-0.2887978248252662,-0.33467631922349605
4.635000000000002,0.0,-1.1940835879054914,-1.1720509615758714,-1.176926154709364,-1.130320937772566,-1.6513921257408375,-1.2348226830888085,-1.213674620406693,-1.123522004248855,-1.2828660557441904,-1.2723699149000902,-1.253186498059042,-1.231672922000497,-1.399455873394385,-1.409309961183462,-1.3692471517776963,-1.3420278635823317,-1.4500740298576034,-1.3921125756616575,-1.3392830362727457,-1.2718448092302332,-1.0225063720329677,-1.013383305162127,-0.9948765911013713,-0.9252451384739591,-1.1029589396360553,-1.0240014539845594,-1.0671354987275212,-0.9256999814062798,-0.9627620616726933,-0.9414531684134924,-0.9706346974731319,-0.984073950191237,-0.8643278972812973,-0.862402857643459,-0.8805393664931489,-0.8700854180409361,-0.5783079616426707,-0.5879970086411513,-0.5791914805732992,-0.6188921413414451
5.665000000000003,0.0,-1.4023375080931153,-1.3914825429059214,-1.3968749503412932,-1.3530732624671091,-1.7859713345491761,-1.433006454809606,-1.4443045040427094,-1.3429110323276223,-1.4917727755629366,-1.4516060814021539,-1.4360978015622732,-1.4356398743332464,-1.5252153473189294,-1.5394101296399305,-1.504736538145277,-1.470038600708579,-1.5725188259685372,-1.5084499188428184,-1.4661530022621005,-1.3729908271371545,-1.1811621756523036,-1.1549184260794763,-1.166764771228472,-1.0815041958321576,-1.2958392285574,-1.2817545861275188,-1.306423206281382,-1.189249741686307,-1.231967350411428,-1.2139598812435417,-1.2420397647162917,-1.244818584823649,-1.1401668868796309,-1.1262862475949396,-1.1807490599012946,-1.1283819844805598,-0.7258227012980702,-0.7576906680475606,-0.7751802766652967,-0.7650502159126333
6.695,0.0,-1.5763436905754653,-1.5524896165134194,-1.5908199474748663,-1.5379501918853076,-1.8792039189645913,-1.6057566424929008,-1.6104003376704823,-1.4789662435392608,-1.6468177259993175,-1.5955935769409173,-1.5920795250086237,-1.5907546020688152,-1.5764506885474474,-1.5931848659352705,-1.556899951896796,-1.5287976275862007,-1.6007753173787527,-1.5661038234281723,-1.5247934807281105,-1.4295030150780317,-1.280816728039052,-1.2369135321878442,-1.25073519742835,-1.1545697735783527,-1.469233323906212,-1.4699143725918793,-1.44870238374584,-1.3798950039635605,-1.4383935401952797,-1.4293227621710476,-1.43047453287017,-1.4458169241088892,-1.3505215540136386,-1.3645664625834688,-1.3784301356589923,-1.3849519695937151,-0.6730644885271979,-0.7073976645134649,-0.7137991701969238,-0.7661067803071239
7.725000000000001,0.0,-1.6970756144051675,-1.6883605647054005,-1.7045865659051747,-1.6845767221135337,-1.9562221408729779,-1.7207032300909637,-1.7458160491631893,-1.6136609026387834,-1.7937834110283433,-1.7083228170971316,-1.7095904198022862,-1.7187688256482856,-1.5966343078192877,-1.6153886280185077,-1.5538514407035255,-1.5214527492264978,-1.5955426337842682,-1.5564948393306137,-1.5229494405247768,-1.4255435624197537,-1.280816728039052,-1.2229641572897403,-1.201214176848935,-1.1093559259631334,-1.6231412256824906,-1.6013684699847885,-1.6035567410367018,-1.5206006851089136,-1.580267210149817,-1.5650806518354723,-1.5846149107338126,-1.5859625551701573,-1.5184394535171335,-1.528085406680182,-1.5277973664087452,-1.5458693492205398,-0.41899204281483915,-0.46135994938263697,-0.4811970825273004,-0.5410585642806437
8.755000000000003,0.0,-1.7600361019037516,-1.7749782941777887,-1.7966833522535195,-1.7824527435702273,-2.009729537146173,-1.7956827570586655,-1.8064710032692977,-1.675566023740079,-1.8672662535428564,-1.7754948127064392,-1.7956251820619324,-1.8014966804405894,-1.5030909954247966,-1.5165124999915918,-1.460702487575813,-1.4126785982804244,-1.4685628452247812,-1.4418733861668742,-1.3676812554040838,-1.2977612266298713,-1.1084899027926534,-1.07598537787557,-1.0052831823825528,-0.9237982953502717,-1.7175997233391769,-1.7302450360562682,-1.699128107717373,-1.64745451163374,-1.66822888552163,-1.6806895603088265,-1.686023054065156,-1.7091431887871669,-1.6417255801678476,-1.6407393765171658,-1.6627810860492627,-1.647737647482156,0.09227669015552221,0.0632792961169225,0.01703084599960903,-0.06173051731344583
9.785,0.0,-1.8167697280013764,-1.8252505450088217,-1.8342443945289229,-1.8252031897237257,-1.9833811980722513,-1.8221072599547716,-1.8297455786821064,-1.7126410687952502,-1.8949665920823588,-1.8203869879898877,-1.7977235908975335,-1.8282405990156874,-1.31445178453798,-1.2965564818545228,-1.254419896831171,-1.2248595659394552,-1.272860478791066,-1.251066416229631,-1.1534037837767146,-1.0688328729330676,-0.8131238829026877,-0.7935955933529744,-0.7009800994017981,-0.6318976951464135,-1.7882784593480259,-1.8072027569389517,-1.782483585423823,-1.7407722690772904,-1.759028034292534,-1.7477427272233719,-1.7472366969488036,-1.7935993717161942,-1.7222091049843375,-1.7236936633971265,-1.7313793698010012,-1.732685448744385,0.7479363212356394,0.7301138681553281,0.6362262182682825,0.5507246433595572
10.815000000000001,0.0,-1.8205750321908516,-1.8052095801505046,-1.82196482301581,-1.7944528688062973,-1.9002825902237286,-1.797003982203471,-1.7824911376924641,-1.6772667138802244,-1.90881676135211,-1.8104109490380105,-1.7826849942423921,-1.8061322929936066,-1.0559461992486385,-1.0741719272395993,-1.0281526215973107,-0.9898234584289678,-1.0237847396936104,-0.9967715156478013,-0.8926564990253371,-0.7826724308120633,-0.490056056031569,-0.4904518608112485,-0.3310078369570364,-0.2050789736587404,-1.8526819804775845,-1.890051977984903,-1.8453594845558434,-1.8129477221000365,-1.803363556153327,-1.8015834474552483,-1.8095566104869747,-1.8467071898025695,-1.7920834378931991,-1.7834344049773454,-1.8058785811872977,-1.8038205993948697,1.2984266202790835,1.2793568851679704,1.2066038684334548,1.1036600098095943
