Time,Light,Forskolin 5 uM (1),Forskolin 5 uM (2),Forskolin 5 uM (3),Forskolin 5 uM (4),Forskolin 10 uM (1),Forskolin 10 uM (2),Forskolin 10 uM (3),Forskolin 10 uM (4),Forskolin 15 uM (1),Forskolin 15 uM (2),Forskolin 15 uM (3),Forskolin 15 uM (4),DBC 0.5 mM (1),DBC 0.5 mM (2),DBC 0.5 mM (3),DBC 0.5 mM (4),DBC 1 mM (1),DBC 1 mM (2),DBC 1 mM (3),DBC 1 mM (4),DBC 3 mM (1),DBC 3 mM (2),DBC 3 mM (3),DBC 3 mM (4),U0126 10 uM (1),U0126 10 uM (2),U0126 10 uM (3),U0126 10 uM (4),U0126 20 uM (1),U0126 20 uM (2),U0126 20 uM (3),U0126 20 uM (4),U0126 40 uM (1),U0126 40 uM (2),U0126 40 uM (3),U0126 40 uM (4),Control DMSO (1),Control DMSO (2),Control DMSO (3),Control DMSO (4)
9.764999999999999,0.0,-1.7604508520544166,-1.7404719370407191,-1.7373458254047507,-1.7157244555464253,-1.7749943203987228,-1.7971142869562902,-1.8401740102612847,-1.8010250585479513,-1.8828597026883584,-1.8790931635525412,-1.8709384105117068,-1.9066496177442,-1.3559822697091528,-1.3184540608666198,-1.3843694993497906,-1.3949456920759846,-1.954237909396217,-1.879579986551588,-1.8036056789945831,-1.77823260274339,-2.2884594337044533,-2.220420294470963,-2.2158863567256013,-2.301294331945678,-0.22382270976216928,-0.07507156665541953,-0.09560657026623762,-0.1668438706177044,-0.9059649225822126,-0.8312110874796227,-0.7722908002298753,-0.8353346957868294,-1.7657763279454006,-1.8090301753420912,-1.8044187858542404,-1.709758566958529,0.04162739605426475,0.019198620550521604,-0.14548821404468137,-0.07143656929826107
10.694999999999999,0.0,-1.500311610324077,-1.4706741234516267,-1.471864793174463,-1.464522499322535,-1.5174981117925237,-1.5486546547179056,-1.5949466036037676,-1.5538761882247187,-1.6555283048088536,-1.644468595242969,-1.6451722023236388,-1.634932755270938,-1.0962552887086954,-1.0378258277835943,-1.1402857605873682,-1.131597516880949,-1.7364045100092187,-1.6723375456354428,-1.614347104620746,-1.6048107530082718,-2.156434379523307,-2.098463889623605,-2.0760884441619343,-2.1368021331428815,0.17048424081277014,0.25693836978969464,0.29364337341535707,0.18173001623606222,-0.6395267855849576,-0.563748090454439,-0.5291701709332219,-0.5921301977750941,-1.6758151735162752,-1.7029482933206952,-1.709582734351415,-1.606203321328181,0.5080635658317555,0.4396288096509789,0.21909286307553621,0.3874174339129664
11.625000000000002,0.0,-1.212126106594685,-1.1679648035240067,-1.207139041263465,-1.1796981274194474,-1.2650356636553182,-1.282799066493272,-1.3512518682378598,-1.2929743529407827,-1.420212994619348,-1.378316350566798,-1.3636329545493477,-1.4061796701972944,-0.8694194974419203,-0.8040950352696999,-0.8836041514372078,-0.8742986872110672,-1.5211851114148645,-1.477620746752691,-1.4183292954478435,-1.394200778383033,-2.0019215413882296,-1.9469422957223421,-1.9330582099204943,-1.9790583322396869,0.39821432549306346,0.5590711465997029,0.5564977821269198,0.4082022987930759,-0.4313587958232355,-0.36940447391096015,-0.2961952247756872,-0.3899571334769953,-1.5696977301284496,-1.615382521615761,-1.6289720905740135,-1.538384787915365,0.861052972282009,0.8362541535497552,0.5828700127930632,0.7494239538932284
12.555000000000001,0.0,-0.942638110864661,-0.9203631221167118,-0.9416580090331774,-0.905694762861389,-1.0056033933302755,-1.0063546354943997,-1.0657918401755937,-1.0057800846437368,-1.1260688568824657,-1.1425919795932744,-1.1260245256272188,-1.1418169678194625,-0.6516571378258161,-0.6240693763107781,-0.686368743179186,-0.6851558171245866,-1.3530177270881016,-1.312130445947857,-1.2328258515179316,-1.2240927219549556,-1.8985502764387057,-1.8087250368953365,-1.8041693830193095,-1.8369202014793218,0.6270699295375097,0.7711989800089546,0.7597772253112068,0.6104960458457821,-0.2793497160783674,-0.21392958067617707,-0.15828908729211422,-0.2209822291835658,-1.5260023122628743,-1.5671634843333082,-1.555474150659324,-1.477876036547044,1.1096871678667901,1.0633157539350195,0.8678622770469047,0.975922100159196
13.485000000000001,0.0,-0.6796535961778956,-0.6742922084460927,-0.6606937302574534,-0.6486958384169476,-0.7678550142562813,-0.7635675975993574,-0.7787991408217183,-0.7841146493947492,-0.8735251043397998,-0.8603092958458203,-0.8509793989006385,-0.8782283875569392,-0.5068602910671914,-0.4879155165939464,-0.5159038094951071,-0.5024655822649371,-1.1665523372128312,-1.1333553732894242,-1.1047759033800775,-1.0749720231381343,-1.7465763816532656,-1.6845512428689358,-1.6663916715042502,-1.731898259166767,0.8247861645070559,0.9134889527711464,0.8974436997053178,0.7620148683394427,-0.13874131731436445,-0.09501437768224652,-0.014746459175697502,-0.0650627810717479,-1.462845909969774,-1.512386657980442,-1.5238621334917155,-1.4388905323097367,1.353182659886226,1.288546212381693,1.07326572843437,1.2121830975573173
14.415000000000001,0.0,-0.43292778409927646,-0.42669052703879784,-0.4416624376634749,-0.41720357414293197,-0.5057122575248577,-0.540445553427901,-0.5772528659750713,-0.5474827522767607,-0.6277046463739768,-0.6172529071126227,-0.6175730483034989,-0.6622483173858849,-0.382100605870465,-0.34079370706659207,-0.37378408418343856,-0.3762359056400577,-1.053278969531592,-1.0043033038544618,-0.9733463378426906,-0.9656168440057987,-1.625795219449085,-1.587355683854223,-1.5617452571863606,-1.586385929456601,0.9448415633500441,0.96315973066451,0.9896238828522518,0.9167574955670107,-0.055136323454687,0.013510176506389193,0.0487580019543401,-0.016198073649144606,-1.4239239411147238,-1.4506662902589023,-1.484347112032205,-1.3743207909166961,1.4939040805987571,1.4416296784478875,1.2268158623482877,1.3777610527586455
15.345,0.0,-0.22440992314980102,-0.2219503422584228,-0.253975278320014,-0.22397130012455502,-0.3124932979842663,-0.33396311933024814,-0.38298677976356954,-0.3553457417963426,-0.38188418840815386,-0.41049000628981214,-0.4154912815835531,-0.4660083611551955,-0.279646440148305,-0.21674241265792316,-0.2993779122058615,-0.27017071409902504,-0.9430552694417709,-0.9238355429126619,-0.8614434506137156,-0.8636256500002198,-1.5133562996794276,-1.4746384005862105,-1.462755405804573,-1.4746155892444446,0.9590981419626491,1.0251548369073546,1.0379279089554485,0.9489955429060873,0.031002155067405,0.061230193241817776,0.13217806332042525,0.06735684591316937,-1.4048301450726237,-1.4483517764693445,-1.4278406313451049,-1.3552341378005144,1.6124895474913394,1.5720069844755553,1.3614737022989742,1.4480535809101527
16.275,0.0,-0.09555970498024191,-0.07882355887924453,-0.1195353814864688,-0.09257335379205855,-0.1630293332895404,-0.2121914274265041,-0.2124770985720147,-0.2230745787919286,-0.2747316810897181,-0.26971526530406875,-0.26612649748620176,-0.3123451212664705,-0.2021442114654901,-0.20728728351092096,-0.25213589825184424,-0.25605557454033256,-0.8528722420955536,-0.841090392510245,-0.8197615026861442,-0.8131823518819372,-1.4480691849744654,-1.414768892752053,-1.406593816653273,-1.4277985788159562,0.9932388960086237,1.0311302688343758,1.01578856365815,0.9731740784103947,0.04366957837947716,0.059690837863255575,0.12128084809692752,0.08899160187126853,-1.3780253929365984,-1.4421797396971907,-1.4321872837056508,-1.3442694647337718,1.6203952452841783,1.555526707028238,1.3409735535303624,1.4187650275136912
17.205,0.0,0.0032119133642464215,0.01455327305797327,-0.011152655668413836,-0.0013677204553848021,-0.054222664690530054,-0.09571415690987939,-0.141591051335076,-0.11466885498402946,-0.09614416889232547,-0.17256602998838655,-0.10186343569116096,-0.19390443762427934,-0.23087674502594835,-0.22619754180492535,-0.23599487681755504,-0.2895286197795177,-0.8371882373396897,-0.838813003049628,-0.8013613635109103,-0.8183371414706668,-1.4005546737169647,-1.3792906658873672,-1.3698261575686093,-1.3902606154994208,0.9692278162400262,0.9672678401143372,0.9574211987834539,0.9240110562183029,0.06604869289747173,0.08816891236665636,0.09798335348117415,0.06511876771060743,-1.3805957116345735,-1.4043760144677477,-1.421123077696988,-1.3544219397955706,1.509320191294793,1.5287920347248116,1.2654043776774395,1.3750274544416423
18.134999999999998,0.0,0.0678402562316276,0.02756479881971674,0.05153561083262148,0.04578095440509933,0.02321980406321411,-0.020835911577763655,-0.07760202491038026,-0.09929789414559598,-0.11463322897864381,-0.09667964617575919,-0.0819990654275744,-0.10449333330615473,-0.2683046505849662,-0.3094026782985446,-0.3033147467020296,-0.3504253647327342,-0.8188902317911819,-0.8224917119152064,-0.8295248418403501,-0.8315923146988285,-1.3512266314954378,-1.3552689497810695,-1.3552807100186324,-1.3754984950940417,0.9050732124833042,0.9101277723121971,0.8535675426615806,0.8619528150905801,0.015378999649182323,0.0323672798937763,0.06378864364192305,0.03080156860465688,-1.3886738561139236,-1.4402509782058925,-1.4183570261948222,-1.3613256228375938,1.3709704799201134,1.3522699518446544,1.1134620985689034,1.2188218363271819
19.064999999999998,0.0,0.042232799623797224,0.09185704376009629,0.07268345977272972,0.05969367813442239,0.027479139844670097,0.0192504217818541,-0.0542287877133355,-0.1017248879621907,-0.012523192592840404,-0.07541679467270423,-0.017057854950465412,-0.09172031840356543,-0.3760516514366843,-0.3593257601947164,-0.33362837232252396,-0.40648263326582756,-0.8363169037421417,-0.843367781970862,-0.8419167723053038,-0.8522114730537471,-1.3309150846983382,-1.3541602551915477,-1.3645736348422286,-1.3320556836153545,0.7865185061258534,0.8063046425802042,0.7452860174802475,0.756373210055104,0.006934050774467404,0.021976631088481358,0.052139896334046254,0.014388995119202441,-1.3938144935098737,-1.4471945195745657,-1.4464126914310746,-1.3450816627387157,1.21957636718725,1.242401435529204,1.0390988138200168,1.1219743530962165
19.994999999999997,0.0,0.007276589016282919,0.013405197255466406,-0.031167584129587755,0.022593081522894076,-0.04221908203369962,-0.06016589902493552,-0.10557327598225319,-0.11709584880062418,-0.022187928547052094,-0.06001955737738862,-0.04112430353904095,-0.10410627224850055,-0.4864450698531817,-0.5272488538454756,-0.5040933060066027,-0.5762675976718153,-0.9143012607226871,-0.9173829394409138,-0.927158233382409,-0.9597256559043934,-1.36428405443643,-1.3582254686864599,-1.379523122601927,-1.3932130395804965,0.677343127803011,0.6550515219274805,0.5649509866949793,0.5891383394836438,-0.09187185105969686,-0.07461791891629721,-0.01700105542883501,-0.06170566376790487,-1.4187833037187738,-1.4626246115049506,-1.4491787429332406,-1.420209978196027,1.0468368704137214,1.0087477241650125,0.7721949161267153,0.8685307377055045
20.924999999999997,0.0,-0.14067760471784785,-0.14005426834627266,-0.1773143259121217,-0.19150827808946758,-0.1638037579770778,-0.17097057519821812,-0.25539189473708,-0.2926484015343115,-0.15581340826180712,-0.20995932056272448,-0.17368077433643458,-0.197000926085513,-0.6985365346876162,-0.6925245113350741,-0.6777077072876161,-0.7863815322454963,-0.9988206196848424,-1.0433984895950532,-1.0991432077141896,-1.0591394551156075,-1.4088969161514877,-1.4169862819310959,-1.4110382589602106,-1.461540568313966,0.47549998849823705,0.37233889888029115,0.34315500017113376,0.37959103177964537,-0.213901362299327,-0.22316571294755028,-0.20075065005953585,-0.21501402064340047,-1.482674082782724,-1.4911702815761627,-1.5131930776976477,-1.4437637203394,0.7100541444387876,0.7150325572150414,0.5024772725239964,0.5526048750690082
21.854999999999997,0.0,-0.361389492623433,-0.31494448226147165,-0.3223281472157211,-0.3406835936316547,-0.33146670282893353,-0.361569745134513,-0.39639765356515244,-0.43826803052999674,-0.3440656564134119,-0.3522004651004028,-0.3425279215769186,-0.36808191356867803,-0.8607241254433605,-0.8812488891092379,-0.8493536913205454,-0.9690717671051459,-1.1796223411760511,-1.1675162151986789,-1.1956500601230706,-1.2023689658310235,-1.4694688503499806,-1.4957035977871178,-1.5318462816669636,-1.5210108248042076,0.25377267376009316,0.2027860179510652,0.08070312501043098,0.16440206579130856,-0.34859829685102955,-0.36170769701814903,-0.32888687044618,-0.3601160907761689,-1.5080100813770492,-1.5382320619638365,-1.5357166399295685,-1.4998053826805295,0.37920069180848265,0.39568140312479866,0.1833180936558015,0.24019363884008746
22.784999999999997,0.0,-0.45162529209864466,-0.4890693123083327,-0.4983084616101935,-0.48174315366506987,-0.49061097611787763,-0.4837196099944798,-0.5297400559351775,-0.5616402162068967,-0.47432948883974535,-0.4475166959761665,-0.4647702001220654,-0.495037940479262,-1.0074112704625418,-1.0514412137552775,-1.0147007401596058,-1.1045771068685946,-1.2828753724854882,-1.2912543758922013,-1.3240755213053172,-1.3131969419887102,-1.5206104235355347,-1.5430079002733659,-1.596896755432138,-1.5948214268311034,0.11195723387681333,0.06086950968431226,-0.027175866620042066,0.024166559866324933,-0.46893881831571677,-0.41250642451070196,-0.42884063766860625,-0.4231552934816647,-1.5329788915859495,-1.5374605573673172,-1.5440147944360658,-1.5205164318065991,0.16139871761577296,0.19498824665524242,-0.010428410392649287,0.05274689710273496
23.714999999999996,0.0,-0.6093347073976632,-0.6122961151107267,-0.6335036387630284,-0.6452176574846168,-0.6199398989366303,-0.6712933962809924,-0.6646151295968119,-0.6842034039449318,-0.6298056759292403,-0.619452512440525,-0.6282692476761992,-0.6336057991194726,-1.1858554262590715,-1.199319433614392,-1.1894961917894695,-1.2775883888879978,-1.4022480753495634,-1.3918390770694513,-1.4314722520015821,-1.4490624675773698,-1.5920635435181878,-1.6416817187407735,-1.6595229879389835,-1.6665231545143737,-0.055745151381985825,-0.11839344812632302,-0.2018754276932707,-0.1426653351133969,-0.5187640166765346,-0.5202613010100565,-0.5333035973973073,-0.5220037474281521,-1.5601508321073996,-1.5922373837201835,-1.567723807311772,-1.5688422131007613,-0.09632703043077277,-0.10202297578419212,-0.29341085613976414,-0.22959475763915224
24.644999999999996,0.0,-0.8353306736508959,-0.8296651337186765,-0.8347858438537017,-0.9010571882849479,-0.851492880510325,-0.8482783397932663,-0.8669277400892634,-0.933779268084759,-0.8193185418140029,-0.8287816194792215,-0.8307330215165986,-0.8101056414097966,-1.3624092837950448,-1.3732938099192324,-1.3662600606674173,-1.468747707482863,-1.5564741221155582,-1.5588476375146967,-1.5767958001814928,-1.60002416267588,-1.6983364580101543,-1.7410946669345289,-1.7851794931623952,-1.7804023690701558,-0.28234971669812603,-0.31072766327731716,-0.44178542400581505,-0.37195844681257983,-0.6407935279161648,-0.6449490866735954,-0.6787250557246718,-0.6488281789066643,-1.5968696706498997,-1.63659889802004,-1.6511005025913394,-1.5850861731996395,-0.36393490071836704,-0.34373371167818323,-0.5068535815541363,-0.518575151150904
25.574999999999996,0.0,-1.0328739103398725,-1.0363187781698961,-1.0149202000042667,-1.0614399757202007,-1.0458734770822224,-1.0430374122480122,-1.0623433297694724,-1.081016892958174,-1.0180759377419246,-1.0128152652470424,-1.0435109876092445,-1.057824718308497,-1.562402839761918,-1.5631528031910369,-1.5292450088087768,-1.6207879250150659,-1.6867384949489832,-1.7201627243083994,-1.7393929484034598,-1.76460923025889,-1.8031585477308996,-1.8357032719070248,-1.8878057064316769,-1.8850025365139853,-0.4391720814367794,-0.4892436920970748,-0.641844598783222,-0.5238802448979787,-0.8143372272915559,-0.793112041860208,-0.7730423323142545,-0.7860969753304659,-1.6802214341413753,-1.6717023571616658,-1.6815270691151625,-1.6862048248151555,-0.6240323581027644,-0.5920365585511014,-0.7243159439819618,-0.7685041401340407
26.504999999999995,0.0,-1.2044032228558155,-1.1989628501916896,-1.2120483633388475,-1.2481023524219528,-1.2336714638100519,-1.2264512960160738,-1.2278718292632964,-1.2780078910717816,-1.178174389852999,-1.1598222213285085,-1.1947858073088637,-1.195618454833399,-1.6727962581784153,-1.7121656385477915,-1.6934110072989865,-1.7696018249338532,-1.8453212097027178,-1.8355504569796597,-1.8651898182749587,-1.8739644093912255,-1.9210380603926371,-1.9484205551750373,-1.9900278794912372,-1.9803236568458622,-0.6064992935741942,-0.6427375997224313,-0.749321056862835,-0.706025212363762,-0.9363667385311861,-0.8931701414667516,-0.8748749297476285,-0.8707709339940607,-1.6930730276312502,-1.6983192657415798,-1.6878494725486843,-1.717068349003024,-0.8050728375587736,-0.7590367033505862,-0.9297193953694273,-0.9282243846560765
27.434999999999995,0.0,-1.3543897544159644,-1.3466819367808949,-1.361971506717829,-1.3590176777085012,-1.3517712286595116,-1.3682661545996266,-1.3696439237371736,-1.3908631035434378,-1.3290283119209145,-1.3071957782979586,-1.3452966127675756,-1.3403792903960772,-1.8134344487638159,-1.821845136653017,-1.8048234235405438,-1.8913953148402862,-1.9368112374452573,-1.9482812352802004,-1.9650762880833728,-1.9803739944728584,-1.9881387060616262,-2.0260291764415377,-2.074472283323048,-2.075644777177739,-0.6957904964636668,-0.726020182205289,-0.8680684543665274,-0.7793667700601614,-1.0039263295289054,-1.0032340510339495,-0.9676891421684528,-0.9539528405226143,-1.7264871707049254,-1.733808477181465,-1.7265741935790047,-1.7459013781785326,-0.9323545720234786,-0.8996684042343628,-1.0527202879810993,-1.0547509353287894
28.364999999999995,0.0,-1.424708643196197,-1.4343183897055787,-1.4374995386467873,-1.4382429100560359,-1.4110147172561258,-1.434068248982395,-1.4451279848489407,-1.477425883001984,-1.420212994619348,-1.4014122065097714,-1.4140578944492208,-1.4324998221177814,-1.8814851861438484,-1.8971079646631546,-1.8725369768746352,-1.950275611285118,-2.0182809288159946,-2.020778133109841,-2.029289018674496,-2.042231469537614,-2.0719238365996615,-2.082572600507131,-2.148815681911819,-2.135536808536706,-0.7306815967524101,-0.7820398565211124,-0.903088873291345,-0.7926649645875306,-1.0035040820851695,-1.0005401791214656,-0.984222848024794,-1.0061746652490604,-1.7242840403923754,-1.7368944955675418,-1.7214372407892682,-1.742246487156285,-0.9932284450283376,-0.960828544983297,-1.088495057400834,-1.103174676944272
29.295,0.0,-1.5214479237146672,-1.5039683217243232,-1.5107617296178768,-1.4915750176851077,-1.4942653711664007,-1.4873906358098108,-1.480762592378861,-1.5316287449059334,-1.4693770862125124,-1.4641009583549853,-1.469830934035444,-1.476237721632708,-1.938194133960542,-1.9387105329099643,-1.9780441413719405,-1.9881848432427496,-2.08319528183332,-2.0928954660293786,-2.1051426536417877,-2.109611933447437,-2.1020284506025053,-2.167202954173934,-2.1960883864492438,-2.2085038608261516,-0.7441878291222463,-0.787268359457256,-0.9352915573601429,-0.8095899394405458,-1.030950165927993,-1.0186276048195715,-0.9958715953326708,-0.9912541438986473,-1.7070261862774003,-1.7068058163032913,-1.7459365540941647,-1.775546605358985,-0.9940190148076214,-0.9729140817779964,-1.098142186233122,-1.1273865477520135
