Time,Light,Forskolin 5 uM (1),Forskolin 5 uM (2),Forskolin 5 uM (3),Forskolin 5 uM (4),Forskolin 10 uM (1),Forskolin 10 uM (2),Forskolin 10 uM (3),Forskolin 10 uM (4),Forskolin 15 uM (1),Forskolin 15 uM (2),Forskolin 15 uM (3),Forskolin 15 uM (4),DBC 0.5 mM (1),DBC 0.5 mM (2),DBC 0.5 mM (3),DBC 0.5 mM (4),DBC 1 mM (1),DBC 1 mM (2),DBC 1 mM (3),DBC 1 mM (4),DBC 3 mM (1),DBC 3 mM (2),DBC 3 mM (3),DBC 3 mM (4),U0126 10 uM (1),U0126 10 uM (2),U0126 10 uM (3),U0126 10 uM (4),U0126 20 uM (1),U0126 20 uM (2),U0126 20 uM (3),U0126 20 uM (4),U0126 40 uM (1),U0126 40 uM (2),U0126 40 uM (3),U0126 40 uM (4),Control DMSO (1),Control DMSO (2),Control DMSO (3),Control DMSO (4)
0.5150000000000006,0.0,-1.8133682897253727,-1.8442709273142595,-1.8667529385067785,-1.8697806217507091,-1.9713005430849218,-1.9315126806496894,-1.9017536238484127,-1.8306740953650007,-1.910554783884102,-1.9414520166123364,-1.9209108826844763,-1.9477015869594116,-1.8163252156162122,-1.9452551602543273,-1.9119655512552416,-1.8739824742440345,-1.9016944753166893,-1.9227768932951619,-1.939223748500978,-1.94085227943351,-2.0425037450918877,-2.0191228586489602,-1.9981329587235597,-1.9498531416605906,-1.8351269188298243,-1.8182015479452203,-1.7292276651220992,-1.6752180700544483,-1.8306786083672084,-1.8765473629686988,-1.8915414370618315,-1.8646901726405318,-1.971416319561401,-1.9472904484064946,-1.929082670605366,-1.834134029310723,-1.8508778448868377,-1.7567376987314747,-1.6548761742684557,-1.5669783336577312
1.545,0.0,-1.9052360301326656,-1.9419296795652923,-1.958959729478581,-1.965919986662248,-2.069112484514789,-2.0236758996727247,-1.9958220636110968,-1.9267893864193943,-2.009114475812071,-2.0301798953495984,-2.0110420293041096,-2.0337932393638196,-1.8998082243253693,-2.034512633441004,-2.0229218137690297,-1.9611140846329558,-1.9871519687368058,-2.0162870409956297,-2.0109053889101958,-2.0326283237414846,-2.102673446035006,-2.08950689723689,-2.0694925153636365,-2.030919732504259,-1.944523735569666,-1.9063986836212834,-1.8265321641588603,-1.7774531723160325,-1.919995679899944,-1.9256866783467679,-1.9271702056071311,-1.9407730369117657,-2.014141021930927,-1.9870173768936885,-1.9749141510661408,-1.8647966278065553,-1.909331247981476,-1.8580271934105104,-1.7754704246201138,-1.6826658369944938
2.5749999999999993,0.0,-1.987360222314943,-1.9943760465149212,-2.0452028971536995,-2.044826823900964,-2.1211026155450785,-2.0918766817497714,-2.0501625700759485,-1.992279707284888,-2.056930563975145,-2.0826923133777737,-2.061409434768022,-2.073251913382507,-1.9769045547726236,-2.112385224843666,-2.0869173344720027,-2.0254363729305362,-2.066368184547588,-2.0873364179249068,-2.0816910088142984,-2.0898220904841356,-2.169680612994388,-2.147417815062403,-2.1230121828436936,-2.0904601664572353,-2.0080009008384634,-1.9513792228160758,-1.9124693151773082,-1.8569155266804869,-1.9695589103458553,-1.9862333347947458,-1.963667968507194,-1.9756816452244497,-2.0451281687044287,-2.0450095598577533,-2.0262454091822084,-1.918122886060177,-1.9920652954385025,-1.921277838559428,-1.867577844180042,-1.7543920890632865
3.6050000000000004,0.0,-2.031902157057873,-2.0517957758477046,-2.073644792876345,-2.0770244413949226,-2.154147190352466,-2.1324284981199066,-2.087150645904965,-2.030914285061654,-2.103770813604279,-2.125698172969814,-2.0932204276925983,-2.1109170113094353,-2.007013180864451,-2.1565585661656437,-2.1486108580273875,-2.066036966253123,-2.1057362433141584,-2.134091491775141,-2.1117076957356584,-2.1275079057796806,-2.2011329566692,-2.1888463947375767,-2.171837142650062,-2.121604393448023,-2.0030487815621743,-1.9575530223134003,-1.9265648267200166,-1.8699977435575617,-1.9927916746173762,-2.028352747975948,-2.0023382172941657,-2.0092476147558767,-2.088791875521636,-2.0783436492780423,-2.055119241872496,-1.9576731942649461,-2.0001588435592987,-1.9433934487513573,-1.868527405206433,-1.785859089970886
4.634999999999998,0.0,-2.013806996068557,-2.041849051081395,-2.0754797538907095,-2.0625128391441243,-2.13828579444492,-2.112613406029954,-2.074821287295293,-2.0257315977989174,-2.099379540201548,-2.1094012156507254,-2.088360414884677,-2.101949130850643,-1.991046485209694,-2.136976569497138,-2.1278928836990865,-2.073335949322352,-2.1143780123116986,-2.1267573625437315,-2.116635808513792,-2.117310567523239,-2.217542875108232,-2.2039923270919415,-2.184982324136392,-2.1362605002672175,-1.9085083226511996,-1.8521574451805047,-1.835626042573511,-1.7919889688461157,-2.0196384244422445,-2.008170529159955,-2.0040762060036923,-1.983737477911992,-2.1005294311176597,-2.1030017428218177,-2.077118352493668,-1.9887801782462253,-1.905284473921078,-1.835026958810904,-1.8125033046493633,-1.7257015882357694
5.664999999999999,0.0,-1.8862129121695395,-1.9080203905892392,-1.9378576778133922,-1.9201177420581657,-2.0083104668691956,-1.9826632672074742,-1.9688801318344058,-1.9150105517313558,-1.9803272390608324,-1.9871740357575582,-1.972603746186913,-1.9938861713221931,-1.8646814938849041,-2.0044565455312044,-2.0261446097756544,-1.9738873050041066,-2.030360813724505,-2.0194957225343715,-2.019865593961348,-2.0357318614717057,-2.1810763896881604,-2.162563747416767,-2.141791013538451,-2.1083222966431285,-1.5821186430775978,-1.5615478831278764,-1.5318905035241817,-1.5463340074877117,-1.9421958768705085,-1.9335840683182433,-1.9254322168976044,-1.9277941953596143,-2.11555350228057,-2.118527209127158,-2.1009507223332706,-2.0078887541204398,-1.5599597541004453,-1.4979850594859028,-1.5167150449285636,-1.4989540816957148
6.695,0.0,-1.695053775564465,-1.6756287301400221,-1.7208735378648223,-1.6552810009810965,-1.7858103298327868,-1.7637756220277652,-1.7510614630635304,-1.7204242026849612,-1.8007729488158195,-1.7943267074816727,-1.7910159949091229,-1.7880733147929049,-1.598265772102676,-1.7790358862077098,-1.7761477195474926,-1.7558301858108896,-1.8460030751103214,-1.8485188348271433,-1.8393174621806305,-1.8575001232504218,-2.085807696528223,-2.052533003548294,-2.0511831554362483,-2.017637635699364,-1.1107669265071687,-1.1117424911799543,-1.0812888280782458,-1.108322005381208,-1.7862782144260798,-1.7681776228045645,-1.764233764088993,-1.787264669588041,-2.0963039111030914,-2.0915859587737735,-2.091784426241116,-2.010110681547674,-1.1233577971397235,-1.0096723864481056,-1.0946351686977596,-1.1116323205242336
7.725000000000001,0.0,-1.4486811990176336,-1.4161096385099623,-1.4781999437151534,-1.3999674988811137,-1.5285032406659296,-1.5126308501899937,-1.504930933781556,-1.500866724099925,-1.5724267318737923,-1.5856351151455617,-1.4777660784712807,-1.5575987870019372,-1.3040223807507287,-1.4465973381144752,-1.4957644669711567,-1.4871363715748964,-1.6227573760072083,-1.6124515501911585,-1.5951518745367324,-1.6203011681549317,-1.9376625995091814,-1.9006282114059891,-1.9000135683434543,-1.8779466175789188,-0.6083519162945623,-0.5816777057668144,-0.5470234712175245,-0.6267026136844549,-1.5776996196328703,-1.5738140807288095,-1.5747929947505708,-1.5648341781597863,-2.060152239867339,-2.055512081181954,-2.0289952980098547,-1.9918908766443533,-0.5329784258838763,-0.440858892311686,-0.5951660688160884,-0.6678550577244123
8.754999999999999,0.0,-1.192101095758881,-1.1602075377040149,-1.2080019343500208,-1.1342237826633697,-1.2711961514990726,-1.2757713773007926,-1.290308765390966,-1.2374919804753857,-1.3660368819454216,-1.3769435228094506,-1.3721712547355343,-1.3477503842661922,-0.9970056328749761,-1.1319192056043037,-1.1799304583219508,-1.1463650995302666,-1.3582232250269601,-1.3598824747845026,-1.3509862868928342,-1.3946296389145498,-1.780400881135122,-1.7554054482435508,-1.7483745104832913,-1.7419196261632721,-0.14465347496930717,-0.15039371231086548,-0.09778587753378598,-0.1421760626816854,-1.3531162316748355,-1.3860316969626172,-1.3784002705740415,-1.408192987013128,-1.9883183996196747,-1.9797112751029402,-1.9804139287214337,-1.9385646183907317,-0.015890629277460246,0.10539667942896572,-0.09902043252678562,-0.21019529452417954
9.785,0.0,-0.9591838953323097,-0.9562996799946824,-0.9868891321191315,-0.9020381466505965,-1.0610326557240883,-1.0550404677406227,-1.0638138813021731,-1.0438479382040342,-1.1689174980894834,-1.1822854214981107,-1.1733525489569319,-1.1459730739433605,-0.7410823110944453,-0.8513957184461769,-0.9308543669528248,-0.9388002684990664,-1.112893005152356,-1.1352747670725947,-1.1135408530373,-1.1671846595426127,-1.6340791083870843,-1.5954822213254056,-1.5934491572515461,-1.5500162274994476,0.19704275509464292,0.26236888265311026,0.25187374750952857,0.22121885057039176,-1.2054591076380585,-1.2623059207428362,-1.2884593548560292,-1.268558553762393,-1.9052165059998283,-1.9061936258335352,-1.8970006342828238,-1.8736843375154921,0.4013767405058042,0.5777861131285739,0.30359344266300264,0.18082846675407802
