Time,Light,PMA 0.5 uM (1),PMA 0.5 uM (2),PMA 0.5 uM (3),PMA 0.5 uM (4),PMA 1 uM (1),PMA 1 uM (2),PMA 1 uM (3),PMA 1 uM (4),PMA 3 uM (1),PMA 3 uM (2),PMA 3 uM (3),PMA 3 uM (4),EGF 30 ng/ml (1),EGF 30 ng/ml (2),EGF 30 ng/ml (3),EGF 30 ng/ml (4),EGF 50 ng/ml (1),EGF 50 ng/ml (2),EGF 50 ng/ml (3),EGF 50 ng/ml (4),EGF 80 ng/ml (1),EGF 80 ng/ml (2),EGF 80 ng/ml (3),EGF 80 ng/ml (4),Ro-318220 2 uM (1),Ro-318220 2 uM (2),Ro-318220 2 uM (3),Ro-318220 2 uM (4),Ro-318220 5 uM (1),Ro-318220 5 uM (2),Ro-318220 5 uM (3),Ro-318220 5 uM (4),Ro-318220 8 uM (1),Ro-318220 8 uM (2),Ro-318220 8 uM (3),Ro-318220 8 uM (4),Control DMSO (1),Control DMSO (2),Control DMSO (3),Control DMSO (4)
3.1500000000000004,0.0,-0.5803990388719409,-0.5376048820014916,-0.5146069446834305,-0.4667686853730435,-1.3766131467739051,-0.7111732820846626,-0.6941593558587167,-0.8720059746570739,-0.7060975317885958,-0.7163276516917318,-0.6761342863119897,-0.6533030378378284,-1.0574662186676258,-1.0823693370726544,-1.3616670567080857,-1.0511451483869478,-1.0801557525312586,-1.0706452390990662,-1.0206208483614319,-1.0419644371486814,-0.25845538202852625,-0.24758082451947283,-0.21223545558435708,-0.24895918936773542,-0.5280217566806398,-0.33566116323822104,-0.5666611582415231,0.7764555675046108,0.12253633013119591,0.08166950421798225,0.08051557294272449,0.10654523038495611,-0.06847909863988644,-0.10195928069731375,-0.031334078820991706,0.06688038264701479,0.29553718404477125,0.18952745135507423,-0.6445460680561388,-0.37158579831418453
3.8499999999999996,0.0,-0.7969032853480453,-0.7975758542722964,-0.7557480507402607,-0.7220539499615917,-1.5499962058022478,-0.908316046619684,-0.8773809260212495,-1.2059813395222287,-0.9496509544309588,-0.9150802870920509,-0.8845026090854602,-0.8575975716169129,-1.2156524720911028,-1.235750881584553,-1.5039156199086878,-1.2262427252343306,-1.2086957958872633,-1.2211627023859943,-1.2182442259149426,-1.3482410063225854,-0.5102454818964475,-0.4704653219108099,-0.4371065779170227,-0.4648109513038241,-0.8513496619951166,-0.6353149112174032,-0.9028422283492579,0.2280515245503909,-0.22382499304639447,-0.21680959364458463,-0.24590037691827904,-0.22312788326017907,-0.3676838131180793,-0.3524256332057967,-0.30146826948031347,-0.18792690601069362,-0.06777210759412373,-0.11508641924794398,-0.9027817000840284,-0.6388570010816701
4.549999999999999,0.0,-0.9958869569648117,-1.0081308566073284,-0.9697183279456174,-0.9850117225022548,-1.7118203942287011,-1.0920114925956885,-1.0616405787342784,-1.4638103211981282,-1.1366173966163833,-1.1155433582531298,-1.0615036574629244,-1.0430880843461285,-1.3547357245714908,-1.3623218309175427,-1.6181096053669484,-1.3545609865603347,-1.333706135535551,-1.3287569346975627,-1.3417588368858864,-1.5530555844738583,-0.7002293647814475,-0.6588796943302135,-0.6180256172483038,-0.657559313644307,-1.1120007692616798,-0.9207818189342917,-1.1644146925471182,-0.19994897956135305,-0.5182321177473461,-0.5045295612353615,-0.4952930205231001,-0.5138216107228233,-0.6579083042422198,-0.6011670108347451,-0.5840701920162186,-0.4974861740493981,-0.37174435160145136,-0.4280013787418028,-1.08225047909955,-0.8373194079042487
5.25,0.0,-1.210201131583499,-1.2312188947956362,-1.1836886051509736,-1.202283197691689,-1.858897058094123,-1.245006456578466,-1.2113839866433171,-1.7690638046848797,-1.3423187174666047,-1.2971916360458489,-1.2365842604692039,-1.23208443150837,-1.4673428880254915,-1.462705687285086,-1.737835479394121,-1.455266457474414,-1.4313612714490374,-1.4463665875700489,-1.4601521103287673,-1.7503077782010839,-0.9137417507224455,-0.8329036262273539,-0.7894046695715331,-0.8050910224905325,-1.3009351556849575,-1.1550376935092412,-1.3734957265000864,-0.5675205377634772,-0.8034708544818319,-0.8068264150008218,-0.7918497150953634,-0.8022030017170145,-0.8950678391833249,-0.8540483281745774,-0.8535650118100742,-0.8269005554900015,-0.622972553269608,-0.6918316387072131,-1.2470958761212143,-1.009341397766516
5.950000000000001,0.0,-1.3719535816241726,-1.4267342541067374,-1.3660727938164918,-1.3909571432414218,-2.00677088544933,-1.381763149093751,-1.3741034264335554,-1.9981709049823757,-1.5204912370134516,-1.471656083643375,-1.428948871816141,-1.401320620957191,-1.5608470505364023,-1.5534252593439526,-1.8188381334389085,-1.5793615861491828,-1.526663271557379,-1.5267761069305563,-1.5695077293103594,-1.935586196590236,-1.0724713534285826,-0.9764733700424943,-0.9451108860958182,-0.9691251596193342,-1.4567231585252038,-1.3834112196827522,-1.5294955388570965,-0.8837502095912626,-1.0622231370909725,-1.032074013271526,-1.0225803241447216,-1.0400433241864508,-1.1154915033282418,-1.1117595751771077,-1.0773448147231215,-1.1144988647659988,-0.8735067543806703,-0.8578534165240239,-1.3461360541705207,-1.138676449403702
6.65,0.0,-1.513369650131686,-1.5842924191193466,-1.5413246399084979,-1.5775385866223968,-2.1251496636824747,-1.5060874150167374,-1.4914067546395966,-2.216590793604187,-1.701722512260673,-1.635515829524189,-1.5739424973405371,-1.5657761270882478,-1.6526755112102005,-1.6541208668182275,-1.8911478197325475,-1.6628496701005322,-1.6051991790540678,-1.5997455995886676,-1.6508466194619569,-2.077380904541117,-1.2111841699527508,-1.0701785641409547,-1.096047109116078,-1.083652011900409,-1.6287830223971205,-1.5387744215795798,-1.6937524301290336,-1.161359878394103,-1.2666442317506876,-1.288210727483822,-1.2804557107292984,-1.270616303469321,-1.3232612163833577,-1.3056467516368426,-1.3024033593671005,-1.355166906001143,-1.0317388813981831,-1.0166568561748865,-1.407953078053645,-1.2278730367396924
7.35,0.0,-1.6385166134126712,-1.7171425991640692,-1.6978965411651161,-1.7358712507251302,-2.2471156776196537,-1.6162031934056684,-1.608450562208013,-2.3815746238475732,-1.8141317842494555,-1.758667204298913,-1.699731669153093,-1.6932610155619356,-1.7250658305734865,-1.7033775416818047,-1.9188072625771093,-1.709628985621911,-1.663145148255745,-1.671570472754103,-1.7074825874193658,-2.176952299457736,-1.3189938779854593,-1.1695730021668211,-1.207801242638979,-1.1664942018789386,-1.7447953649377292,-1.6913694595227893,-1.8066974738582111,-1.3694535417520421,-1.4333730647704883,-1.4332854517937672,-1.4236444122275764,-1.4407382007912093,-1.4910281163158778,-1.4743492948553665,-1.4807878308320723,-1.554319710123225,-1.091769929586845,-1.074403561502473,-1.3816974603828556,-1.2167234633226938
8.049999999999999,0.0,-1.7658536485510734,-1.8353112229235256,-1.8269579782096168,-1.852005121091232,-2.320454718679918,-1.700946672626643,-1.7081064870556233,-2.5352032916855447,-1.939923112427379,-1.8760030974870532,-1.8082368326249922,-1.7923805163502278,-1.7602555691528619,-1.7345526523549546,-1.9484423799105677,-1.7570580138588643,-1.7049133087970554,-1.6964659467198118,-1.7475495221977448,-2.204050843643904,-1.3453317545406813,-1.2241228115884244,-1.231310496337394,-1.2265630408275134,-1.8550824230412695,-1.8187050013892314,-1.9429392759545037,-1.5175726121771256,-1.5821046917820416,-1.5828720694434955,-1.5851558385621272,-1.5715503781493991,-1.6224659308615503,-1.6123472852181673,-1.6233675338309568,-1.6881913080602737,-1.1226529543775439,-1.0567186329958995,-1.279666136016624,-1.1600199185162425
8.749999999999998,0.0,-1.8378131524376402,-1.942737244523032,-1.9220558791897748,-1.978601502301127,-2.379046235179151,-1.7770635701305122,-1.7823293894160828,-2.6273804923883275,-2.03053875005099,-1.967682454263793,-1.9042591011841952,-1.8934122904656252,-1.7723206223800763,-1.7632337541742527,-1.9132753740081967,-1.7713516936015081,-1.7234442532625667,-1.7156383232221395,-1.7743612304329015,-2.2015300488358887,-1.374479004595127,-1.227134764255875,-1.2422133386323102,-1.2562674117361494,-1.9448789894752991,-1.905556145434006,-2.0181376732154446,-1.6761418010677822,-1.6975584661745717,-1.69636354037496,-1.6733763655515879,-1.6970772150082682,-1.7347187227872025,-1.7148107930625467,-1.7355771207202133,-1.8046144730077749,-1.0539468992252026,-0.887448603004412,-1.0995326578195632,-1.0064743646021448
9.450000000000001,0.0,-1.8953807555468931,-1.9975245155387802,-1.9971152938919714,-2.045561571701402,-2.426477462821387,-1.8262858305163472,-1.8287835835507762,-2.7021909741181225,-2.115801565198945,-2.0333631874769793,-1.9682739468903308,-1.9526927636058897,-1.7367957434332781,-1.7124183237770179,-1.8235797522122617,-1.736592063318261,-1.693147629771334,-1.7030475088027002,-1.7517670942796797,-2.123385409787403,-1.3253149683587129,-1.1809514900216342,-1.1979205418092098,-1.2143512438984079,-2.003939818405064,-1.9726841213092503,-2.0903871137210537,-1.8206260476787532,-1.773282559379084,-1.7588359096950321,-1.7748299715894673,-1.795516681808118,-1.8037031658251488,-1.8007145420633903,-1.8349992903001529,-1.902085029708008,-0.909941783628124,-0.6109862512485922,-0.7641919207331532,-0.7790230668953693
