M,P,R
0.3003779082990951,2.370729733244177,13.189916542032368
0.36575167671241643,1.3205584905189605,8.895610521989074
0.475367469193942,3.5915408511957603,16.945482754193225
0.496354204710197,2.002971659349842,9.73079750738102
0.465536708632229,1.746967882380307,9.19511493007037
0.5198327952088034,3.120424981796299,14.027561775027712
0.44368981324041135,2.5905294941848798,12.401447552293085
0.49900253995702315,3.2041971372802953,14.57285971982179
0.3521595251347638,2.653419431322141,13.688669646957962
0.26487121615450704,1.7403387710000304,10.661261332420157
0.4545907076358755,2.6983000745256014,12.534302467776623
0.6483282245270213,1.7904444712813432,8.65817551805083
0.5987049599104128,3.397142202323912,13.876755913297565
0.5895627425517193,3.987800596852103,17.835484319973748
0.5241005309647943,2.7690465803782542,12.71846007412325
0.5292974035207848,2.638361744419446,11.84122917480204
0.5440206165551538,3.4674499879987244,15.860390961857695
0.4141369370161708,2.3425803508696066,11.75735490113333
0.18974297688973715,1.4138007323093882,9.644852585746278
0.32995051634754513,2.0696381013179352,12.585178827550545
0.5925078664303436,3.3427093667962584,13.821444028122034
0.44927966557498433,1.724820789362211,9.208034665282492
0.26176772599721804,1.747693018249359,10.569219863633183
0.33030336888042783,1.4384943915750967,9.410698481584353
0.4670114438985464,2.5201956865130053,11.373642025437519
0.3786824499675519,1.5902457346657495,9.307127637276844
0.4925949125606614,2.26378608264097,9.961243318468842
0.4509607153393306,1.5030123047381214,8.84562878941143
0.34614890211434995,2.583088927442114,14.447380303278141
0.27046964145109315,2.91569720025271,18.2073781516012
0.5640681798388947,3.0779735069418797,13.689075509682132
0.5353758689259923,2.635056602575508,11.620911137926624
0.6206960824768035,2.182222365432512,9.605354850112453
0.31987542992790324,2.59222561948928,14.304654630137842
0.35969818758915306,2.9545354329668747,17.336521357420764
0.38700350077318657,1.5835688644058872,9.347496218332386
0.5859472910165461,2.5368933371640963,10.989963553733377
0.5746468493937943,2.989626547354904,12.587243115841513
0.4742732795189604,2.837930851600665,13.429827309185901
0.506190372575803,2.8242362750642513,12.431904718203244
0.8334022726028361,3.9600856460273484,14.006392478179999
0.7535667745806636,3.1363058980620067,11.355888467517905
0.3527230321545749,1.57207335944102,9.888447643937276
0.48602788551307896,2.709945175737018,13.29638963537722
0.32922729326565847,1.9416628903997177,11.990881016037129
0.5685981246209261,3.0714535530983778,13.673678696301462
0.4382378399876401,3.0614829290282217,14.504080322363999
0.44110029050524474,2.9170020627447713,13.856877438195214
0.5736532018996928,1.8319766257863686,8.722581830295866
0.2505467929403011,1.4575225005785113,10.944873887343967
