T_cycles,phase_angles
8,-9.0
12,-5.7999999999999545
16,-3.450000000000017
20,-4.0199999999999925
24,-2.6000000000000227
28,0.5999999999999903
32,3.1499999999999915
36,4.26666666666666
40,4.9800000000000075
