T_cycles,phase_angles
8,-9.150000000000034
12,-5.7999999999999545
16,-3.599999999999966
20,-4.139999999999986
24,-2.5
28,0.8571428571428571
32,3.337500000000002
36,4.400000000000015
40,5.130000000000006
